,education_level,training_hours,gender,train_level
5628,Bachelor,64,Female,2
5629,Bachelor,15,Male,1
5630,Bachelor,96,Male,3
5631,Masters,76,Male,3
5632,Bachelor,39,Male,2
5633,Bachelor,72,Male,3
5635,High School,105,Male,4
5636,Bachelor,3,Male,1
5638,Bachelor,84,Male,3
5639,Masters,22,Female,1
5640,Bachelor,17,Male,1
5641,Bachelor,42,Male,2
5642,Bachelor,100,Male,3
5643,High School,32,Male,1
5644,High School,49,Male,2
5645,Bachelor,324,Male,10
5646,Bachelor,21,Male,1
5648,Phd,25,Male,1
5649,High School,96,Male,3
5650,Bachelor,13,Male,1
5652,High School,44,Male,2
5653,Bachelor,36,Male,2
5654,Bachelor,45,Other,2
5655,Bachelor,50,Male,2
5656,Bachelor,21,Male,1
5658,Bachelor,83,Male,3
5659,High School,43,Male,2
5660,Bachelor,17,Female,1
5661,Bachelor,32,Male,1
5662,Masters,60,Male,2
5664,Bachelor,15,Male,1
5666,Masters,54,Male,2
5667,Bachelor,36,Male,2
5671,Bachelor,47,Male,2
5672,Bachelor,30,Male,1
5673,Masters,83,Male,3
5675,High School,190,Male,6
5676,Bachelor,7,Male,1
5677,Bachelor,26,Male,1
5678,Bachelor,86,Other,3
5679,High School,163,Male,5
5680,Masters,256,Male,8
5681,Masters,32,Female,1
5682,Bachelor,7,Male,1
5683,Bachelor,178,Male,6
5685,Bachelor,198,Male,6
5686,Bachelor,24,Male,1
5687,Bachelor,35,Male,2
5688,Bachelor,74,Male,3
5689,Bachelor,17,Male,1
5690,High School,13,Other,1
5691,Masters,41,Male,2
5692,Bachelor,88,Male,3
5693,High School,57,Male,2
5694,Bachelor,3,Male,1
5695,Bachelor,12,Male,1
5696,Bachelor,22,Male,1
5698,Bachelor,15,Other,1
5701,Bachelor,102,Male,4
5702,Bachelor,4,Male,1
5704,Bachelor,40,Male,2
5706,Bachelor,8,Male,1
5707,Bachelor,98,Other,3
5709,Masters,154,Male,5
5710,High School,182,Male,6
5711,Bachelor,69,Female,3
5712,High School,85,Male,3
5714,Bachelor,50,Male,2
5715,Masters,12,Male,1
5716,Masters,146,Male,5
5719,Primary School,56,Male,2
5720,High School,134,Male,4
5721,Bachelor,109,Male,4
5722,Bachelor,28,Female,1
5723,Bachelor,194,Male,6
5725,High School,114,Male,4
5726,Bachelor,134,Male,4
5727,Bachelor,3,Male,1
5728,Bachelor,40,Male,2
5729,Bachelor,47,Male,2
5730,Bachelor,66,Male,2
5731,Masters,102,Male,4
5732,Bachelor,96,Male,3
5733,Masters,26,Male,1
5735,Masters,192,Male,6
5736,High School,54,Male,2
5737,Bachelor,92,Male,3
5739,Masters,4,Female,1
5740,Bachelor,178,Male,6
5741,Bachelor,15,Male,1
5742,Masters,34,Male,2
5743,Masters,30,Male,1
5744,Bachelor,46,Male,2
5746,Bachelor,37,Male,2
5747,Masters,108,Male,4
5748,Masters,58,Male,2
5749,Bachelor,16,Female,1
5750,High School,60,Male,2
5751,High School,102,Male,4
5752,Masters,64,Male,2
5753,Masters,182,Male,6
5754,Masters,75,Female,3
5755,Bachelor,18,Male,1
5758,Masters,210,Male,7
5759,High School,48,Male,2
5760,Bachelor,10,Male,1
5761,Bachelor,11,Male,1
5762,High School,47,Male,2
5763,Masters,47,Male,2
5766,Masters,74,Male,3
5767,Masters,13,Male,1
5768,High School,81,Male,3
5769,Bachelor,36,Male,2
5770,Masters,128,Male,4
5771,Bachelor,58,Male,2
5772,Masters,51,Male,2
5773,High School,104,Male,4
5775,Bachelor,4,Male,1
5776,Bachelor,50,Male,2
5777,Bachelor,184,Male,6
5778,Bachelor,258,Male,8
5779,Bachelor,18,Male,1
5780,Masters,21,Male,1
5781,Masters,41,Male,2
5782,Masters,20,Male,1
5783,Bachelor,17,Male,1
5784,Bachelor,128,Male,4
5787,Bachelor,68,Male,3
5790,Bachelor,22,Male,1
5791,Primary School,81,Male,3
5792,Bachelor,80,Male,3
5795,Phd,83,Male,3
5796,Bachelor,14,Male,1
5798,Masters,68,Male,3
5800,High School,128,Male,4
5801,Masters,11,Male,1
5803,Bachelor,62,Other,2
5804,Bachelor,268,Male,8
5805,Bachelor,26,Male,1
5806,High School,44,Male,2
5807,Bachelor,86,Male,3
5808,Bachelor,46,Male,2
5810,Bachelor,49,Male,2
5811,Masters,15,Male,1
5814,Bachelor,8,Male,1
5815,Bachelor,44,Male,2
5818,Bachelor,23,Male,1
5820,Bachelor,9,Male,1
5821,Masters,87,Male,3
5822,Masters,13,Male,1
5823,Bachelor,76,Male,3
5824,Bachelor,18,Male,1
5826,Masters,11,Male,1
5827,High School,45,Male,2
5829,Bachelor,90,Male,3
5830,Bachelor,4,Male,1
5831,Bachelor,10,Male,1
5832,Bachelor,82,Male,3
5833,Bachelor,26,Male,1
5835,Masters,107,Male,4
5836,Masters,29,Male,1
5837,High School,66,Male,2
5838,Bachelor,42,Male,2
5839,Masters,64,Male,2
5842,Bachelor,222,Male,7
5843,Bachelor,83,Male,3
5844,Bachelor,19,Male,1
5845,Bachelor,97,Male,3
5846,Masters,36,Male,2
5847,Bachelor,69,Male,3
5848,High School,57,Male,2
5849,Bachelor,166,Male,5
5850,Bachelor,226,Male,7
5851,Masters,46,Female,2
5853,Masters,70,Male,3
5854,High School,102,Male,4
5855,Bachelor,67,Male,2
5856,Bachelor,194,Male,6
5857,Masters,14,Male,1
5858,Bachelor,12,Male,1
5859,Bachelor,100,Male,3
5860,Bachelor,41,Male,2
5861,Bachelor,56,Female,2
5862,Bachelor,151,Male,5
5863,High School,43,Male,2
5865,Bachelor,42,Male,2
5867,Masters,35,Male,2
5868,Masters,46,Male,2
5870,Masters,10,Male,1
5871,Bachelor,88,Male,3
5872,Masters,1,Male,1
5874,Bachelor,23,Male,1
5875,Bachelor,72,Male,3
5876,High School,50,Male,2
5877,Bachelor,116,Male,4
5879,Bachelor,55,Male,2
5880,High School,53,Male,2
5881,Bachelor,32,Female,1
5885,Masters,31,Male,1
5887,Bachelor,28,Male,1
5888,Bachelor,62,Male,2
5890,Bachelor,165,Male,5
5892,Masters,26,Male,1
5893,Masters,14,Male,1
5894,Masters,144,Male,5
5895,Masters,116,Male,4
5896,Bachelor,14,Male,1
5897,High School,46,Male,2
5898,High School,29,Male,1
5900,High School,57,Male,2
5901,Bachelor,102,Male,4
5902,Bachelor,43,Male,2
5903,Bachelor,25,Male,1
5907,Bachelor,24,Male,1
5908,Bachelor,42,Female,2
5909,High School,24,Female,1
5910,Masters,60,Female,2
5911,Bachelor,226,Male,7
5912,Masters,66,Male,2
5913,Bachelor,5,Male,1
5914,Masters,56,Male,2
5915,Bachelor,17,Male,1
5916,Bachelor,66,Female,2
5918,Phd,14,Male,1
5919,Bachelor,28,Male,1
5920,Bachelor,19,Male,1
5922,Primary School,66,Male,2
5923,Bachelor,6,Female,1
5924,Bachelor,46,Male,2
5925,Bachelor,62,Male,2
5926,Bachelor,6,Male,1
5927,Bachelor,80,Male,3
5928,Bachelor,48,Female,2
5929,Bachelor,28,Male,1
5930,Phd,133,Male,4
5931,Bachelor,78,Male,3
5932,High School,48,Male,2
5935,Bachelor,45,Male,2
5936,Masters,19,Male,1
5937,High School,110,Male,4
5938,Bachelor,57,Male,2
5940,Bachelor,30,Male,1
5941,Bachelor,58,Male,2
5942,Bachelor,104,Male,4
5943,High School,61,Male,2
5944,Bachelor,14,Male,1
5945,Masters,124,Female,4
5946,Bachelor,17,Male,1
5947,Phd,50,Male,2
5948,Bachelor,48,Male,2
5949,Bachelor,56,Male,2
5950,Bachelor,232,Male,7
5952,Bachelor,31,Male,1
5953,Bachelor,88,Male,3
5954,Bachelor,18,Male,1
5956,Bachelor,39,Female,2
5957,Primary School,106,Male,4
5958,Masters,214,Male,7
5959,Bachelor,4,Male,1
5960,Bachelor,46,Male,2
5961,Bachelor,55,Male,2
5963,Bachelor,27,Male,1
5964,Masters,76,Male,3
5965,High School,57,Male,2
5966,Bachelor,34,Male,2
5969,Bachelor,106,Male,4
5970,Bachelor,86,Male,3
5971,Bachelor,47,Female,2
5973,High School,146,Male,5
5974,Bachelor,72,Male,3
5976,Bachelor,30,Male,1
5977,Bachelor,150,Male,5
5980,Masters,4,Male,1
5981,Bachelor,40,Male,2
5982,Bachelor,60,Male,2
5983,Bachelor,13,Male,1
5985,Bachelor,10,Male,1
5987,Bachelor,5,Male,1
5989,Masters,148,Male,5
5990,Bachelor,70,Female,3
5991,Bachelor,44,Female,2
5992,Bachelor,51,Male,2
5993,Bachelor,37,Male,2
5994,Bachelor,32,Male,1
5995,Bachelor,4,Male,1
5996,Bachelor,21,Male,1
5997,Bachelor,80,Male,3
5998,Masters,28,Male,1
5999,Masters,41,Male,2
6000,Bachelor,158,Male,5
6001,Bachelor,84,Male,3
6002,Masters,28,Male,1
6003,Bachelor,135,Male,5
6004,Masters,56,Female,2
6005,Bachelor,12,Male,1
6006,Bachelor,112,Female,4
6007,Bachelor,87,Male,3
6008,High School,102,Male,4
6009,Masters,136,Male,5
6012,Bachelor,38,Male,2
6013,Masters,19,Male,1
6014,Phd,20,Male,1
6015,Bachelor,13,Male,1
6016,Bachelor,192,Male,6
6017,High School,78,Male,3
6018,Masters,51,Male,2
6019,Bachelor,31,Male,1
6020,Bachelor,54,Female,2
6022,Masters,112,Male,4
6025,Masters,30,Male,1
6026,High School,54,Other,2
6027,Bachelor,114,Male,4
6028,Bachelor,102,Male,4
6029,Bachelor,33,Male,1
6031,High School,306,Male,10
6032,High School,64,Male,2
6033,Bachelor,149,Male,5
6035,High School,34,Other,2
6036,Bachelor,55,Male,2
6037,Bachelor,62,Male,2
6038,Bachelor,5,Male,1
6039,Masters,334,Male,10
6041,Bachelor,8,Male,1
6042,Bachelor,17,Male,1
6043,High School,182,Male,6
6044,Masters,110,Male,4
6046,Masters,22,Male,1
6047,Bachelor,57,Male,2
6048,Masters,15,Male,1
6049,Bachelor,57,Male,2
6050,Bachelor,8,Male,1
6051,Bachelor,29,Male,1
6052,Bachelor,147,Male,5
6053,Bachelor,100,Female,3
6054,Bachelor,63,Female,2
6055,Masters,53,Male,2
6056,Bachelor,125,Male,4
6057,Bachelor,58,Male,2
6058,Bachelor,13,Male,1
6059,Bachelor,82,Male,3
6061,Bachelor,154,Male,5
6062,Phd,51,Male,2
6065,Masters,8,Male,1
6066,Masters,52,Male,2
6067,Bachelor,58,Male,2
6068,Phd,78,Male,3
6069,Bachelor,11,Male,1
6072,Primary School,15,Male,1
6073,Bachelor,64,Male,2
6074,Bachelor,98,Male,3
6075,Masters,16,Male,1
6076,Bachelor,56,Male,2
6077,Bachelor,114,Male,4
6078,Bachelor,43,Male,2
6079,Bachelor,104,Male,4
6080,Bachelor,17,Male,1
6081,Bachelor,25,Male,1
6083,Masters,69,Male,3
6084,Bachelor,10,Male,1
6085,Bachelor,31,Male,1
6086,Bachelor,44,Male,2
6087,Bachelor,65,Male,2
6088,Bachelor,26,Male,1
6090,Bachelor,260,Male,8
6091,Primary School,77,Male,3
6093,Bachelor,47,Male,2
6094,Masters,9,Male,1
6095,Bachelor,40,Male,2
6097,Bachelor,26,Male,1
6099,Bachelor,95,Male,3
6100,High School,88,Male,3
6101,Masters,13,Male,1
6102,Bachelor,20,Male,1
6103,Masters,167,Male,5
6104,Bachelor,147,Male,5
6105,Bachelor,131,Male,4
6106,Masters,56,Male,2
6108,Bachelor,62,Male,2
6109,Bachelor,90,Male,3
6110,Bachelor,110,Female,4
6112,Bachelor,79,Female,3
6113,Bachelor,13,Male,1
6114,Bachelor,36,Female,2
6115,Bachelor,9,Male,1
6116,Bachelor,92,Male,3
6118,Masters,15,Male,1
6119,High School,244,Male,8
6120,Bachelor,96,Male,3
6121,High School,82,Male,3
6122,Bachelor,22,Male,1
6123,High School,32,Male,1
6125,Bachelor,80,Female,3
6126,Phd,43,Female,2
6128,Bachelor,15,Female,1
6130,Bachelor,104,Female,4
6132,Bachelor,154,Male,5
6133,Bachelor,3,Male,1
6134,Bachelor,21,Male,1
6135,Masters,14,Male,1
6136,High School,11,Male,1
6137,Masters,31,Male,1
6138,High School,24,Male,1
6140,Phd,22,Male,1
6141,Bachelor,84,Female,3
6142,Masters,75,Male,3
6143,Bachelor,51,Male,2
6144,Masters,10,Male,1
6145,High School,25,Male,1
6146,Bachelor,94,Male,3
6148,Masters,23,Male,1
6149,Phd,48,Male,2
6150,Masters,77,Male,3
6151,Bachelor,36,Male,2
6153,Bachelor,59,Male,2
6154,Bachelor,126,Male,4
6155,High School,29,Male,1
6157,Bachelor,16,Male,1
6158,Bachelor,11,Male,1
6159,Bachelor,92,Male,3
6161,Bachelor,48,Male,2
6162,Bachelor,34,Male,2
6163,Masters,44,Male,2
6164,Bachelor,14,Male,1
6165,Bachelor,34,Male,2
6166,Masters,142,Male,5
6167,Bachelor,156,Male,5
6169,Bachelor,89,Male,3
6172,Bachelor,9,Female,1
6173,Bachelor,102,Male,4
6176,Masters,30,Male,1
6177,High School,33,Male,1
6180,Bachelor,60,Male,2
6181,Bachelor,50,Male,2
6184,Bachelor,16,Male,1
6185,Bachelor,8,Male,1
6186,Bachelor,172,Male,6
6187,Bachelor,42,Male,2
6188,Masters,6,Male,1
6190,High School,19,Female,1
6191,Masters,144,Male,5
6192,Masters,52,Female,2
6194,Bachelor,34,Male,2
6195,Masters,9,Other,1
6196,Bachelor,46,Male,2
6197,Bachelor,37,Male,2
6198,Bachelor,20,Male,1
6199,Bachelor,90,Male,3
6206,Phd,11,Female,1
6208,Bachelor,18,Male,1
6210,Masters,68,Male,3
6211,High School,51,Male,2
6212,Bachelor,82,Male,3
6213,Bachelor,128,Male,4
6214,Bachelor,10,Male,1
6216,Bachelor,107,Male,4
6218,Bachelor,6,Male,1
6220,Masters,42,Male,2
6221,Bachelor,24,Male,1
6222,Bachelor,142,Other,5
6223,Bachelor,4,Male,1
6224,Bachelor,61,Male,2
6225,High School,16,Male,1
6226,Bachelor,30,Male,1
6228,Masters,95,Male,3
6229,Bachelor,15,Other,1
6230,Primary School,10,Male,1
6231,Bachelor,69,Other,3
6232,Masters,42,Male,2
6234,Phd,10,Male,1
6236,High School,11,Male,1
6237,Masters,18,Male,1
6238,Masters,42,Male,2
6239,Masters,36,Male,2
6241,Bachelor,55,Male,2
6243,Bachelor,35,Male,2
6244,Bachelor,32,Male,1
6245,Bachelor,81,Male,3
6246,Bachelor,81,Female,3
6248,Bachelor,72,Male,3
6249,Bachelor,19,Female,1
6252,Masters,29,Male,1
6253,Bachelor,163,Male,5
6254,Masters,50,Male,2
6256,Bachelor,92,Male,3
6259,Masters,14,Male,1
6261,Masters,70,Male,3
6262,Masters,90,Male,3
6265,Bachelor,11,Male,1
6266,Bachelor,47,Male,2
6267,Masters,87,Male,3
6268,High School,132,Male,4
6270,Masters,43,Male,2
6273,Masters,196,Male,6
6274,High School,6,Other,1
6275,High School,56,Male,2
6276,Bachelor,7,Male,1
6277,Masters,10,Male,1
6278,Bachelor,36,Male,2
6279,High School,78,Male,3
6281,Bachelor,17,Male,1
6282,Bachelor,138,Male,5
6283,Bachelor,19,Male,1
6284,Bachelor,116,Male,4
6285,High School,18,Male,1
6286,Masters,68,Male,3
6288,Bachelor,32,Male,1
6291,Bachelor,88,Male,3
6292,Bachelor,58,Male,2
6293,Bachelor,67,Male,2
6294,Bachelor,98,Male,3
6296,Masters,88,Male,3
6297,Bachelor,70,Male,3
6298,Bachelor,31,Male,1
6299,Bachelor,174,Male,6
6300,High School,64,Male,2
6301,Bachelor,39,Male,2
6302,Masters,6,Male,1
6303,Bachelor,132,Male,4
6304,Bachelor,78,Male,3
6306,Bachelor,48,Male,2
6308,High School,32,Male,1
6309,Bachelor,12,Male,1
6310,Phd,48,Male,2
6311,High School,39,Male,2
6313,Bachelor,36,Male,2
6314,Bachelor,56,Male,2
6315,Primary School,111,Male,4
6316,Bachelor,100,Male,3
6317,Bachelor,45,Male,2
6320,High School,82,Male,3
6321,Masters,74,Female,3
6322,Bachelor,336,Male,10
6323,Bachelor,48,Male,2
6325,Bachelor,133,Male,4
6326,Bachelor,21,Male,1
6327,Bachelor,180,Male,6
6330,High School,89,Male,3
6332,High School,111,Female,4
6333,High School,9,Male,1
6335,High School,135,Male,5
6336,Bachelor,35,Male,2
6337,Bachelor,30,Male,1
6338,Masters,23,Male,1
6339,Masters,26,Male,1
6340,Masters,13,Male,1
6341,Phd,56,Male,2
6342,Bachelor,51,Male,2
6343,Masters,19,Male,1
6344,Bachelor,11,Male,1
6345,Bachelor,9,Male,1
6346,Masters,50,Male,2
6347,Masters,53,Male,2
6348,Bachelor,8,Male,1
6349,Bachelor,192,Male,6
6350,Masters,4,Male,1
6352,Bachelor,29,Male,1
6353,Masters,31,Male,1
6354,Masters,130,Male,4
6355,Bachelor,162,Male,5
6356,High School,13,Male,1
6357,Bachelor,86,Male,3
6359,Masters,43,Male,2
6361,Bachelor,30,Female,1
6362,Masters,56,Male,2
6364,Masters,26,Male,1
6365,Bachelor,1,Male,1
6367,Bachelor,218,Male,7
6368,Bachelor,84,Female,3
6369,Masters,98,Male,3
6370,Bachelor,32,Male,1
6371,Bachelor,30,Male,1
6373,High School,116,Male,4
6374,Bachelor,34,Female,2
6375,High School,314,Male,10
6376,Masters,24,Male,1
6379,Bachelor,24,Female,1
6381,Masters,13,Male,1
6382,Bachelor,46,Male,2
6385,Bachelor,15,Female,1
6386,Bachelor,20,Male,1
6387,Bachelor,134,Male,4
6388,Bachelor,198,Male,6
6389,Bachelor,204,Male,7
6390,Bachelor,102,Male,4
6391,Bachelor,96,Female,3
6392,Bachelor,150,Male,5
6393,Masters,46,Male,2
6394,Bachelor,64,Male,2
6395,Phd,54,Male,2
6396,Bachelor,16,Male,1
6398,Bachelor,26,Male,1
6399,High School,36,Male,2
6400,Bachelor,65,Male,2
6403,Masters,45,Male,2
6404,Bachelor,68,Male,3
6408,Bachelor,21,Male,1
6409,Bachelor,80,Male,3
6410,Masters,25,Male,1
6411,Bachelor,78,Male,3
6412,Bachelor,14,Male,1
6413,High School,152,Male,5
6414,Bachelor,94,Male,3
6415,Masters,28,Male,1
6418,Bachelor,100,Male,3
6419,Bachelor,57,Male,2
6420,Bachelor,89,Male,3
6422,Bachelor,56,Male,2
6423,High School,66,Male,2
6426,Masters,55,Male,2
6427,Bachelor,28,Female,1
6429,High School,32,Male,1
6431,Bachelor,28,Male,1
6433,Bachelor,66,Male,2
6434,Bachelor,8,Male,1
6435,Bachelor,210,Male,7
6437,Bachelor,12,Male,1
6438,Bachelor,37,Male,2
6439,Bachelor,114,Male,4
6440,Bachelor,82,Male,3
6441,High School,110,Male,4
6442,Bachelor,28,Male,1
6443,Bachelor,188,Male,6
6444,Masters,109,Male,4
6445,High School,156,Male,5
6446,High School,96,Male,3
6447,Masters,15,Male,1
6448,Bachelor,98,Male,3
6449,Bachelor,38,Male,2
6450,Bachelor,18,Male,1
6451,Masters,90,Male,3
6452,Bachelor,25,Female,1
6453,Bachelor,153,Male,5
6454,Masters,41,Male,2
6456,Bachelor,23,Male,1
6457,Bachelor,9,Male,1
6458,Bachelor,43,Male,2
6459,Masters,82,Male,3
6460,Bachelor,29,Male,1
6461,Bachelor,48,Male,2
6462,Bachelor,10,Male,1
6464,Bachelor,107,Male,4
6465,Bachelor,32,Male,1
6466,Bachelor,218,Male,7
6467,Masters,43,Male,2
6468,Bachelor,40,Male,2
6469,High School,72,Male,3
6470,Bachelor,31,Male,1
6472,Bachelor,34,Male,2
6473,Bachelor,14,Male,1
6476,Bachelor,106,Male,4
6477,Masters,90,Male,3
6478,Bachelor,18,Male,1
6481,Phd,27,Male,1
6482,Bachelor,145,Male,5
6483,High School,22,Male,1
6484,Masters,43,Male,2
6485,Masters,43,Male,2
6487,Bachelor,167,Male,5
6488,Bachelor,18,Male,1
6489,Bachelor,128,Male,4
6492,Bachelor,58,Male,2
6496,Bachelor,72,Male,3
6497,Bachelor,17,Male,1
6500,Phd,4,Male,1
6501,High School,148,Male,5
6502,Masters,61,Male,2
6503,High School,71,Male,3
6504,High School,122,Male,4
6505,High School,24,Male,1
6506,Bachelor,52,Male,2
6507,Bachelor,52,Female,2
6508,Masters,8,Male,1
6509,Bachelor,6,Male,1
6510,Phd,80,Male,3
6511,Phd,21,Male,1
6512,High School,73,Male,3
6513,Masters,55,Male,2
6514,Primary School,7,Male,1
6515,High School,108,Male,4
6516,Bachelor,34,Male,2
6517,Phd,21,Male,1
6518,Bachelor,28,Male,1
6519,High School,72,Male,3
6520,Bachelor,74,Male,3
6521,Bachelor,21,Male,1
6523,High School,31,Male,1
6524,High School,80,Male,3
6525,High School,38,Male,2
6526,Bachelor,56,Male,2
6527,Bachelor,102,Male,4
6528,High School,50,Male,2
6534,Bachelor,59,Male,2
6535,Bachelor,20,Male,1
6537,Bachelor,24,Male,1
6538,Bachelor,32,Male,1
6539,Bachelor,7,Male,1
6540,Masters,77,Male,3
6541,Bachelor,190,Male,6
6542,Bachelor,62,Male,2
6543,Bachelor,26,Male,1
6544,Bachelor,64,Male,2
6546,High School,36,Male,2
6548,Bachelor,184,Male,6
6550,Bachelor,59,Male,2
6551,Bachelor,61,Male,2
6552,Bachelor,52,Male,2
6553,High School,28,Male,1
6556,Bachelor,20,Male,1
6557,Bachelor,132,Male,4
6558,Bachelor,45,Male,2
6559,Bachelor,91,Male,3
6560,Bachelor,86,Male,3
6561,Bachelor,37,Male,2
6562,Bachelor,64,Male,2
6563,Bachelor,92,Female,3
6564,Masters,52,Male,2
6565,Bachelor,67,Male,2
6567,Bachelor,104,Male,4
6568,Bachelor,38,Male,2
6569,Masters,86,Male,3
6570,Bachelor,158,Male,5
6571,Bachelor,42,Male,2
6572,Primary School,39,Male,2
6573,Bachelor,6,Male,1
6574,Bachelor,50,Male,2
6575,Bachelor,43,Male,2
6576,Bachelor,104,Male,4
6577,Bachelor,22,Male,1
6578,Bachelor,47,Male,2
6579,High School,35,Male,2
6580,Bachelor,112,Male,4
6582,Bachelor,214,Male,7
6585,Bachelor,125,Male,4
6587,Bachelor,48,Male,2
6589,Bachelor,95,Female,3
6590,Bachelor,132,Male,4
6591,Primary School,13,Male,1
6592,Bachelor,12,Male,1
6594,Bachelor,90,Male,3
6595,Bachelor,46,Male,2
6596,High School,68,Male,3
6597,High School,107,Male,4
6598,Bachelor,57,Male,2
6599,Bachelor,54,Male,2
6601,Masters,38,Male,2
6602,Bachelor,56,Male,2
6603,Bachelor,94,Male,3
6604,Bachelor,152,Male,5
6605,Masters,22,Male,1
6607,Masters,36,Male,2
6610,Masters,23,Male,1
6611,Bachelor,152,Male,5
6612,Masters,80,Male,3
6614,Bachelor,46,Male,2
6615,Masters,101,Male,4
6616,Bachelor,38,Male,2
6618,Bachelor,112,Male,4
6619,Masters,53,Male,2
6621,Masters,70,Male,3
6622,Bachelor,23,Male,1
6623,Bachelor,106,Male,4
6627,Bachelor,11,Male,1
6628,Bachelor,36,Male,2
6629,Bachelor,178,Male,6
6632,Masters,60,Male,2
6633,Bachelor,101,Male,4
6634,Bachelor,160,Male,5
6635,Bachelor,27,Male,1
6637,Bachelor,48,Male,2
6638,Bachelor,43,Male,2
6639,Bachelor,92,Other,3
6640,Bachelor,111,Male,4
6642,Bachelor,23,Male,1
6643,Primary School,11,Male,1
6645,Bachelor,32,Male,1
6646,Bachelor,116,Male,4
6647,Bachelor,10,Male,1
6649,Bachelor,6,Male,1
6650,Bachelor,112,Male,4
6651,Bachelor,12,Male,1
6652,Bachelor,33,Male,1
6653,Masters,19,Male,1
6654,Masters,157,Male,5
6656,Bachelor,42,Male,2
6658,Bachelor,180,Male,6
6659,Masters,77,Male,3
6660,High School,47,Male,2
6661,Bachelor,180,Male,6
6662,Bachelor,34,Male,2
6663,Bachelor,31,Female,1
6664,Masters,167,Male,5
6670,Bachelor,65,Male,2
6671,Bachelor,15,Male,1
6672,High School,43,Male,2
6674,Masters,112,Male,4
6675,Bachelor,126,Male,4
6676,Bachelor,152,Male,5
6679,High School,15,Male,1
6681,Bachelor,64,Male,2
6683,Bachelor,27,Male,1
6684,Masters,9,Male,1
6685,Masters,107,Male,4
6687,Bachelor,63,Male,2
6688,Bachelor,57,Male,2
6691,Bachelor,26,Male,1
6692,Bachelor,9,Male,1
6693,Bachelor,46,Male,2
6694,Masters,50,Male,2
6696,Bachelor,298,Male,9
6697,Bachelor,44,Female,2
6699,Bachelor,12,Male,1
6701,Bachelor,130,Male,4
6703,Bachelor,45,Male,2
6704,Bachelor,104,Male,4
6706,Bachelor,103,Male,4
6707,Bachelor,80,Male,3
6708,Bachelor,206,Male,7
6709,Masters,29,Male,1
6710,Bachelor,84,Female,3
6712,Masters,52,Male,2
6713,Bachelor,10,Male,1
6714,Masters,8,Male,1
6715,High School,56,Male,2
6716,Bachelor,3,Male,1
6717,Masters,44,Male,2
6718,Bachelor,22,Female,1
6720,Bachelor,8,Male,1
6721,Masters,4,Male,1
6722,Bachelor,33,Male,1
6723,Masters,14,Male,1
6724,Masters,47,Male,2
6726,Bachelor,132,Male,4
6727,Masters,82,Male,3
6728,Bachelor,170,Male,6
6729,Bachelor,91,Male,3
6730,Phd,128,Male,4
6731,High School,298,Male,9
6732,High School,37,Male,2
6733,Bachelor,105,Male,4
6734,Bachelor,109,Male,4
6736,Phd,48,Female,2
6737,Bachelor,48,Male,2
6738,Masters,152,Male,5
6739,Masters,78,Female,3
6740,Bachelor,182,Male,6
6742,Bachelor,78,Male,3
6743,High School,25,Male,1
6744,Masters,48,Male,2
6747,Bachelor,21,Male,1
6748,Phd,72,Male,3
6749,Bachelor,91,Male,3
6750,Bachelor,46,Male,2
6751,Bachelor,23,Male,1
6753,Bachelor,96,Male,3
6754,Masters,102,Male,4
6755,Bachelor,77,Male,3
6756,Masters,41,Male,2
6758,Bachelor,83,Male,3
6759,Bachelor,62,Male,2
6760,Bachelor,97,Male,3
6761,High School,108,Male,4
6762,Primary School,99,Male,3
6763,Bachelor,32,Male,1
6764,Bachelor,91,Male,3
6766,Primary School,17,Male,1
6771,Bachelor,22,Male,1
6772,Bachelor,112,Male,4
6773,Bachelor,120,Male,4
6774,Bachelor,3,Female,1
6775,Bachelor,43,Male,2
6777,Masters,39,Male,2
6778,Bachelor,153,Male,5
6780,Bachelor,160,Male,5
6783,Primary School,110,Male,4
6784,Bachelor,91,Male,3
6785,High School,108,Male,4
6787,Bachelor,113,Male,4
6788,Bachelor,72,Male,3
6789,Masters,60,Male,2
6791,Masters,28,Male,1
6792,Bachelor,45,Male,2
6794,Bachelor,24,Male,1
6796,Bachelor,140,Male,5
6797,High School,12,Male,1
6798,Bachelor,149,Male,5
6799,Masters,188,Male,6
6800,Bachelor,20,Male,1
6802,Bachelor,80,Male,3
6803,High School,88,Male,3
6805,Masters,26,Male,1
6806,Bachelor,23,Male,1
6807,Bachelor,87,Male,3
6808,Bachelor,68,Male,3
6809,High School,21,Male,1
6810,Bachelor,64,Male,2
6811,Bachelor,50,Other,2
6812,Bachelor,112,Male,4
6813,Masters,16,Male,1
6815,Bachelor,18,Male,1
6816,Bachelor,27,Male,1
6817,Bachelor,32,Male,1
6818,Masters,18,Male,1
6819,High School,68,Male,3
6820,Bachelor,100,Male,3
6821,Masters,124,Male,4
6823,Bachelor,6,Male,1
6824,Bachelor,17,Male,1
6825,Bachelor,77,Male,3
6826,Bachelor,244,Female,8
6828,Bachelor,46,Male,2
6829,Bachelor,12,Male,1
6830,Bachelor,98,Male,3
6832,High School,84,Male,3
6833,Bachelor,133,Male,4
6834,Masters,135,Male,5
6836,Bachelor,12,Male,1
6837,Bachelor,45,Male,2
6838,Masters,10,Male,1
6840,Bachelor,39,Male,2
6842,Bachelor,48,Male,2
6843,Masters,16,Male,1
6844,Bachelor,33,Male,1
6845,Bachelor,42,Male,2
