,education_level,major_discipline,experience,target,experience_level
1493,Graduate,STEM,11,0.0,Medium Experienced (8-14)
1494,Graduate,STEM,5,0.0,Limit Experienced (0-7)
1495,High School,None,17,0.0,Experienced (>=15)
1496,High School,None,11,0.0,Medium Experienced (8-14)
1497,Masters,STEM,9,1.0,Medium Experienced (8-14)
1498,Graduate,STEM,8,0.0,Medium Experienced (8-14)
1499,Masters,STEM,3,0.0,Limit Experienced (0-7)
1500,Graduate,STEM,5,1.0,Limit Experienced (0-7)
1501,Graduate,STEM,15,0.0,Experienced (>=15)
1502,Graduate,STEM,5,1.0,Limit Experienced (0-7)
1503,Masters,STEM,12,0.0,Medium Experienced (8-14)
1504,Graduate,STEM,5,0.0,Limit Experienced (0-7)
1505,Graduate,STEM,19,0.0,Experienced (>=15)
1506,Masters,STEM,21,1.0,Experienced (>=15)
1507,Masters,Humanities,21,0.0,Experienced (>=15)
1508,Graduate,STEM,7,0.0,Limit Experienced (0-7)
1509,Masters,STEM,7,1.0,Limit Experienced (0-7)
1510,Graduate,STEM,8,0.0,Medium Experienced (8-14)
1511,Graduate,STEM,0,1.0,Limit Experienced (0-7)
1512,Graduate,STEM,6,0.0,Limit Experienced (0-7)
1513,High School,None,4,0.0,Limit Experienced (0-7)
1514,Masters,STEM,12,0.0,Medium Experienced (8-14)
1515,Graduate,STEM,21,0.0,Experienced (>=15)
1516,Graduate,STEM,18,0.0,Experienced (>=15)
1517,Graduate,STEM,9,1.0,Medium Experienced (8-14)
1518,Graduate,STEM,6,0.0,Limit Experienced (0-7)
1519,High School,None,21,0.0,Experienced (>=15)
1520,Graduate,Humanities,2,0.0,Limit Experienced (0-7)
1521,Graduate,STEM,8,0.0,Medium Experienced (8-14)
1522,Graduate,Humanities,13,1.0,Medium Experienced (8-14)
1523,Graduate,STEM,10,1.0,Medium Experienced (8-14)
1524,Primary School,None,8,0.0,Medium Experienced (8-14)
1525,Masters,STEM,3,0.0,Limit Experienced (0-7)
1526,Masters,STEM,21,1.0,Experienced (>=15)
1527,Graduate,STEM,10,0.0,Medium Experienced (8-14)
1528,Graduate,STEM,18,0.0,Experienced (>=15)
1529,Masters,STEM,18,0.0,Experienced (>=15)
1530,Masters,STEM,12,0.0,Medium Experienced (8-14)
1531,Graduate,STEM,21,1.0,Experienced (>=15)
1532,Graduate,STEM,9,0.0,Medium Experienced (8-14)
1533,Graduate,STEM,21,0.0,Experienced (>=15)
1534,Graduate,STEM,17,0.0,Experienced (>=15)
1535,Masters,STEM,21,0.0,Experienced (>=15)
1536,Graduate,STEM,4,1.0,Limit Experienced (0-7)
1537,Graduate,STEM,3,0.0,Limit Experienced (0-7)
1538,Graduate,Other,13,0.0,Medium Experienced (8-14)
1539,Graduate,STEM,6,0.0,Limit Experienced (0-7)
1540,Graduate,STEM,3,0.0,Limit Experienced (0-7)
1541,Graduate,STEM,4,1.0,Limit Experienced (0-7)
1542,Graduate,STEM,21,1.0,Experienced (>=15)
1543,Graduate,Humanities,4,1.0,Limit Experienced (0-7)
1544,Graduate,STEM,9,0.0,Medium Experienced (8-14)
1545,Masters,STEM,12,1.0,Medium Experienced (8-14)
1546,Graduate,STEM,2,0.0,Limit Experienced (0-7)
1547,High School,None,4,1.0,Limit Experienced (0-7)
1548,Graduate,STEM,2,0.0,Limit Experienced (0-7)
1549,Graduate,STEM,17,0.0,Experienced (>=15)
1550,Graduate,STEM,21,0.0,Experienced (>=15)
1551,Graduate,STEM,5,0.0,Limit Experienced (0-7)
1552,Graduate,STEM,4,0.0,Limit Experienced (0-7)
1553,Graduate,STEM,5,0.0,Limit Experienced (0-7)
1554,Graduate,STEM,9,0.0,Medium Experienced (8-14)
1555,Masters,STEM,9,0.0,Medium Experienced (8-14)
1556,Graduate,STEM,8,0.0,Medium Experienced (8-14)
1557,Graduate,STEM,6,0.0,Limit Experienced (0-7)
1558,Graduate,STEM,5,0.0,Limit Experienced (0-7)
1559,Graduate,STEM,3,0.0,Limit Experienced (0-7)
1560,Masters,STEM,9,0.0,Medium Experienced (8-14)
1561,Graduate,STEM,7,0.0,Limit Experienced (0-7)
1562,Masters,STEM,21,0.0,Experienced (>=15)
1563,Graduate,Arts,3,0.0,Limit Experienced (0-7)
1564,Masters,Humanities,21,0.0,Experienced (>=15)
1565,Masters,STEM,21,0.0,Experienced (>=15)
1566,Graduate,STEM,6,1.0,Limit Experienced (0-7)
1567,Graduate,STEM,10,1.0,Medium Experienced (8-14)
1568,Graduate,STEM,9,0.0,Medium Experienced (8-14)
1569,Masters,STEM,3,0.0,Limit Experienced (0-7)
1570,Graduate,Business Degree,14,1.0,Medium Experienced (8-14)
1571,Masters,STEM,3,1.0,Limit Experienced (0-7)
1572,Graduate,STEM,10,0.0,Medium Experienced (8-14)
1573,High School,None,5,0.0,Limit Experienced (0-7)
1574,Graduate,STEM,4,0.0,Limit Experienced (0-7)
1575,Graduate,STEM,2,1.0,Limit Experienced (0-7)
1576,Masters,STEM,5,0.0,Limit Experienced (0-7)
1577,Graduate,STEM,16,0.0,Experienced (>=15)
1578,High School,None,10,1.0,Medium Experienced (8-14)
1579,Masters,STEM,16,0.0,Experienced (>=15)
1580,Graduate,STEM,16,0.0,Experienced (>=15)
1581,Graduate,STEM,4,0.0,Limit Experienced (0-7)
1582,Masters,STEM,7,0.0,Limit Experienced (0-7)
1583,Masters,STEM,6,0.0,Limit Experienced (0-7)
1584,High School,None,7,0.0,Limit Experienced (0-7)
1585,Graduate,STEM,13,0.0,Medium Experienced (8-14)
1586,Graduate,STEM,2,0.0,Limit Experienced (0-7)
1587,High School,None,10,0.0,Medium Experienced (8-14)
1588,Graduate,STEM,1,1.0,Limit Experienced (0-7)
1589,None,None,23,0.0,Experience not provided
1590,Graduate,STEM,21,0.0,Experienced (>=15)
1591,Masters,Other,1,1.0,Limit Experienced (0-7)
1592,Graduate,STEM,7,1.0,Limit Experienced (0-7)
1593,Masters,STEM,13,0.0,Medium Experienced (8-14)
1594,Graduate,Other,3,0.0,Limit Experienced (0-7)
1595,Graduate,STEM,0,0.0,Limit Experienced (0-7)
1596,Masters,STEM,21,1.0,Experienced (>=15)
1597,Masters,STEM,9,0.0,Medium Experienced (8-14)
1598,Masters,STEM,18,0.0,Experienced (>=15)
1599,Graduate,STEM,21,1.0,Experienced (>=15)
1600,Graduate,STEM,21,0.0,Experienced (>=15)
1601,Graduate,STEM,3,1.0,Limit Experienced (0-7)
1602,None,None,2,0.0,Limit Experienced (0-7)
1603,Graduate,STEM,4,0.0,Limit Experienced (0-7)
1604,Masters,STEM,15,0.0,Experienced (>=15)
1605,Graduate,STEM,16,0.0,Experienced (>=15)
1606,Masters,STEM,20,0.0,Experienced (>=15)
1607,Graduate,STEM,11,0.0,Medium Experienced (8-14)
1608,Graduate,STEM,4,1.0,Limit Experienced (0-7)
1609,Masters,STEM,21,1.0,Experienced (>=15)
1610,Graduate,STEM,5,1.0,Limit Experienced (0-7)
1611,Graduate,STEM,11,0.0,Medium Experienced (8-14)
1612,Phd,STEM,3,0.0,Limit Experienced (0-7)
1613,Graduate,STEM,8,0.0,Medium Experienced (8-14)
1614,Masters,STEM,6,0.0,Limit Experienced (0-7)
1615,Masters,STEM,21,0.0,Experienced (>=15)
1616,Graduate,STEM,10,1.0,Medium Experienced (8-14)
1617,Graduate,STEM,7,0.0,Limit Experienced (0-7)
1618,Graduate,Arts,9,0.0,Medium Experienced (8-14)
1619,Primary School,None,0,0.0,Limit Experienced (0-7)
1620,Graduate,STEM,3,1.0,Limit Experienced (0-7)
1621,Graduate,STEM,3,1.0,Limit Experienced (0-7)
1622,Graduate,STEM,4,0.0,Limit Experienced (0-7)
1623,Graduate,STEM,6,0.0,Limit Experienced (0-7)
1624,Graduate,STEM,21,0.0,Experienced (>=15)
1625,Graduate,Business Degree,4,0.0,Limit Experienced (0-7)
1626,Graduate,STEM,3,1.0,Limit Experienced (0-7)
1627,High School,None,3,1.0,Limit Experienced (0-7)
1628,Graduate,STEM,15,1.0,Experienced (>=15)
1629,Masters,STEM,21,0.0,Experienced (>=15)
1630,Primary School,None,3,0.0,Limit Experienced (0-7)
1631,High School,None,1,0.0,Limit Experienced (0-7)
1632,Graduate,STEM,4,1.0,Limit Experienced (0-7)
1633,High School,None,16,0.0,Experienced (>=15)
1634,Graduate,STEM,7,0.0,Limit Experienced (0-7)
1635,Graduate,STEM,15,1.0,Experienced (>=15)
1636,Graduate,STEM,21,0.0,Experienced (>=15)
1637,Graduate,STEM,5,0.0,Limit Experienced (0-7)
1638,Graduate,STEM,0,1.0,Limit Experienced (0-7)
1639,Graduate,STEM,21,1.0,Experienced (>=15)
1640,Graduate,STEM,14,1.0,Medium Experienced (8-14)
1641,Graduate,STEM,1,0.0,Limit Experienced (0-7)
1642,Masters,STEM,10,0.0,Medium Experienced (8-14)
1643,Graduate,STEM,5,0.0,Limit Experienced (0-7)
1644,Graduate,STEM,10,0.0,Medium Experienced (8-14)
1645,Graduate,STEM,21,0.0,Experienced (>=15)
1646,Graduate,Humanities,2,0.0,Limit Experienced (0-7)
1647,Masters,STEM,15,0.0,Experienced (>=15)
1648,Graduate,STEM,5,0.0,Limit Experienced (0-7)
1649,Graduate,STEM,3,0.0,Limit Experienced (0-7)
1650,Masters,STEM,14,0.0,Medium Experienced (8-14)
1651,Graduate,STEM,10,0.0,Medium Experienced (8-14)
1652,Graduate,STEM,10,0.0,Medium Experienced (8-14)
1653,High School,None,5,1.0,Limit Experienced (0-7)
1654,Graduate,STEM,11,1.0,Medium Experienced (8-14)
1655,Graduate,STEM,8,0.0,Medium Experienced (8-14)
1656,Graduate,STEM,3,0.0,Limit Experienced (0-7)
1657,High School,None,0,0.0,Limit Experienced (0-7)
1658,Masters,STEM,21,0.0,Experienced (>=15)
1659,High School,None,5,0.0,Limit Experienced (0-7)
1660,Masters,Other,9,0.0,Medium Experienced (8-14)
1661,Graduate,STEM,10,0.0,Medium Experienced (8-14)
1662,High School,None,3,1.0,Limit Experienced (0-7)
1663,Graduate,STEM,14,0.0,Medium Experienced (8-14)
1664,High School,None,5,0.0,Limit Experienced (0-7)
1665,Graduate,No Major,9,0.0,Medium Experienced (8-14)
1666,Graduate,STEM,6,1.0,Limit Experienced (0-7)
1667,Masters,STEM,9,0.0,Medium Experienced (8-14)
1668,Graduate,No Major,21,0.0,Experienced (>=15)
1669,Phd,STEM,21,0.0,Experienced (>=15)
1670,Graduate,STEM,7,0.0,Limit Experienced (0-7)
1671,Masters,STEM,21,0.0,Experienced (>=15)
1672,Graduate,STEM,8,0.0,Medium Experienced (8-14)
1673,Masters,STEM,5,0.0,Limit Experienced (0-7)
1674,Graduate,STEM,21,0.0,Experienced (>=15)
1675,Graduate,STEM,21,0.0,Experienced (>=15)
1676,Graduate,STEM,21,0.0,Experienced (>=15)
1677,Graduate,STEM,7,0.0,Limit Experienced (0-7)
1678,High School,None,3,1.0,Limit Experienced (0-7)
1679,Masters,STEM,3,0.0,Limit Experienced (0-7)
1680,Masters,STEM,21,0.0,Experienced (>=15)
1681,Graduate,Humanities,16,0.0,Experienced (>=15)
1682,Graduate,STEM,2,0.0,Limit Experienced (0-7)
1683,Masters,STEM,6,0.0,Limit Experienced (0-7)
1684,Graduate,STEM,5,0.0,Limit Experienced (0-7)
1685,Masters,STEM,17,0.0,Experienced (>=15)
1686,Graduate,STEM,7,0.0,Limit Experienced (0-7)
1687,High School,None,21,0.0,Experienced (>=15)
1688,Graduate,STEM,21,0.0,Experienced (>=15)
1689,Masters,STEM,4,0.0,Limit Experienced (0-7)
1690,Graduate,STEM,12,0.0,Medium Experienced (8-14)
1691,Masters,STEM,12,0.0,Medium Experienced (8-14)
1692,Masters,STEM,10,0.0,Medium Experienced (8-14)
1693,Masters,STEM,21,0.0,Experienced (>=15)
1694,Masters,STEM,6,0.0,Limit Experienced (0-7)
1695,High School,None,6,1.0,Limit Experienced (0-7)
1696,None,None,0,1.0,Limit Experienced (0-7)
1697,Graduate,STEM,21,1.0,Experienced (>=15)
1698,Graduate,STEM,5,1.0,Limit Experienced (0-7)
1699,Graduate,STEM,21,0.0,Experienced (>=15)
1700,Graduate,STEM,6,0.0,Limit Experienced (0-7)
1701,Graduate,STEM,16,0.0,Experienced (>=15)
1702,Graduate,STEM,16,0.0,Experienced (>=15)
1703,Graduate,STEM,9,0.0,Medium Experienced (8-14)
1704,Masters,STEM,14,0.0,Medium Experienced (8-14)
1705,Graduate,Arts,5,0.0,Limit Experienced (0-7)
1706,Graduate,STEM,13,0.0,Medium Experienced (8-14)
1707,High School,None,2,0.0,Limit Experienced (0-7)
1708,High School,None,6,0.0,Limit Experienced (0-7)
1709,Masters,STEM,10,0.0,Medium Experienced (8-14)
1710,Masters,STEM,16,0.0,Experienced (>=15)
1711,Graduate,Humanities,6,0.0,Limit Experienced (0-7)
1712,Graduate,STEM,12,0.0,Medium Experienced (8-14)
1713,Graduate,STEM,4,1.0,Limit Experienced (0-7)
1714,Graduate,STEM,7,0.0,Limit Experienced (0-7)
1715,Graduate,STEM,2,1.0,Limit Experienced (0-7)
1716,Masters,STEM,3,1.0,Limit Experienced (0-7)
1717,Masters,STEM,18,0.0,Experienced (>=15)
1718,Masters,STEM,21,0.0,Experienced (>=15)
1719,Graduate,STEM,2,0.0,Limit Experienced (0-7)
1720,Graduate,STEM,14,0.0,Medium Experienced (8-14)
1721,Graduate,STEM,2,0.0,Limit Experienced (0-7)
1722,High School,None,10,0.0,Medium Experienced (8-14)
1723,Masters,STEM,21,0.0,Experienced (>=15)
1724,Graduate,Business Degree,18,1.0,Experienced (>=15)
1725,High School,None,6,0.0,Limit Experienced (0-7)
1726,Graduate,STEM,3,1.0,Limit Experienced (0-7)
1727,Graduate,STEM,7,0.0,Limit Experienced (0-7)
1728,Graduate,STEM,7,0.0,Limit Experienced (0-7)
1729,Graduate,STEM,5,0.0,Limit Experienced (0-7)
1730,Masters,Business Degree,11,0.0,Medium Experienced (8-14)
1731,Graduate,STEM,21,1.0,Experienced (>=15)
1732,Graduate,STEM,7,0.0,Limit Experienced (0-7)
1733,Masters,Humanities,2,0.0,Limit Experienced (0-7)
1734,Graduate,STEM,2,1.0,Limit Experienced (0-7)
1735,Graduate,STEM,12,0.0,Medium Experienced (8-14)
1736,Masters,STEM,21,0.0,Experienced (>=15)
1737,High School,None,15,1.0,Experienced (>=15)
1738,Graduate,STEM,9,0.0,Medium Experienced (8-14)
1739,Masters,STEM,4,1.0,Limit Experienced (0-7)
1740,Graduate,STEM,21,0.0,Experienced (>=15)
1741,Graduate,Humanities,2,1.0,Limit Experienced (0-7)
1742,Graduate,STEM,7,0.0,Limit Experienced (0-7)
1743,Masters,STEM,15,1.0,Experienced (>=15)
1744,Masters,STEM,14,0.0,Medium Experienced (8-14)
1745,Graduate,STEM,5,1.0,Limit Experienced (0-7)
1746,Graduate,STEM,6,0.0,Limit Experienced (0-7)
1747,High School,None,2,0.0,Limit Experienced (0-7)
1748,Graduate,STEM,16,1.0,Experienced (>=15)
1749,Graduate,STEM,21,1.0,Experienced (>=15)
1750,Graduate,No Major,6,0.0,Limit Experienced (0-7)
1751,Masters,STEM,7,0.0,Limit Experienced (0-7)
1752,Graduate,STEM,4,0.0,Limit Experienced (0-7)
1753,Phd,STEM,21,0.0,Experienced (>=15)
1754,Graduate,STEM,4,1.0,Limit Experienced (0-7)
1755,Graduate,STEM,21,0.0,Experienced (>=15)
1756,Graduate,STEM,20,0.0,Experienced (>=15)
1757,Graduate,Humanities,16,1.0,Experienced (>=15)
1758,Graduate,STEM,11,0.0,Medium Experienced (8-14)
1759,Graduate,STEM,3,1.0,Limit Experienced (0-7)
1760,Masters,STEM,0,0.0,Limit Experienced (0-7)
1761,Graduate,STEM,6,1.0,Limit Experienced (0-7)
1762,None,None,10,0.0,Medium Experienced (8-14)
1763,High School,None,5,0.0,Limit Experienced (0-7)
1764,Graduate,STEM,5,1.0,Limit Experienced (0-7)
1765,Graduate,STEM,19,0.0,Experienced (>=15)
1766,Graduate,STEM,10,0.0,Medium Experienced (8-14)
1767,Graduate,STEM,20,0.0,Experienced (>=15)
1768,High School,None,3,0.0,Limit Experienced (0-7)
1769,Graduate,STEM,9,0.0,Medium Experienced (8-14)
1770,Graduate,STEM,21,0.0,Experienced (>=15)
1771,Graduate,None,15,0.0,Experienced (>=15)
1772,Graduate,STEM,11,0.0,Medium Experienced (8-14)
1773,High School,None,4,0.0,Limit Experienced (0-7)
1774,Graduate,STEM,3,1.0,Limit Experienced (0-7)
1775,Graduate,STEM,14,1.0,Medium Experienced (8-14)
1776,High School,None,4,0.0,Limit Experienced (0-7)
1777,High School,None,0,1.0,Limit Experienced (0-7)
1778,Graduate,STEM,21,0.0,Experienced (>=15)
1779,Graduate,Arts,15,0.0,Experienced (>=15)
1780,Masters,STEM,17,0.0,Experienced (>=15)
1781,Graduate,Humanities,3,0.0,Limit Experienced (0-7)
1782,Phd,STEM,4,0.0,Limit Experienced (0-7)
1783,Graduate,STEM,21,0.0,Experienced (>=15)
1784,Graduate,STEM,2,0.0,Limit Experienced (0-7)
1785,Masters,STEM,11,1.0,Medium Experienced (8-14)
1786,Graduate,No Major,2,1.0,Limit Experienced (0-7)
1787,Graduate,STEM,5,0.0,Limit Experienced (0-7)
1788,Graduate,Arts,21,0.0,Experienced (>=15)
1789,Graduate,STEM,2,1.0,Limit Experienced (0-7)
1790,Graduate,STEM,21,0.0,Experienced (>=15)
1791,Graduate,STEM,16,0.0,Experienced (>=15)
1792,Masters,STEM,10,0.0,Medium Experienced (8-14)
1793,Masters,Humanities,12,1.0,Medium Experienced (8-14)
1794,Primary School,None,7,0.0,Limit Experienced (0-7)
1795,Graduate,STEM,7,0.0,Limit Experienced (0-7)
1796,Graduate,STEM,3,0.0,Limit Experienced (0-7)
1797,Graduate,STEM,0,0.0,Limit Experienced (0-7)
1798,Masters,STEM,16,0.0,Experienced (>=15)
1799,Graduate,Humanities,0,0.0,Limit Experienced (0-7)
1800,Masters,STEM,21,1.0,Experienced (>=15)
1801,Graduate,STEM,5,0.0,Limit Experienced (0-7)
1802,Masters,STEM,3,1.0,Limit Experienced (0-7)
1803,High School,None,5,1.0,Limit Experienced (0-7)
1804,Masters,STEM,8,0.0,Medium Experienced (8-14)
1805,None,None,10,0.0,Medium Experienced (8-14)
1806,Graduate,STEM,5,0.0,Limit Experienced (0-7)
1807,Graduate,Humanities,3,0.0,Limit Experienced (0-7)
1808,Graduate,STEM,10,0.0,Medium Experienced (8-14)
1809,Graduate,STEM,11,0.0,Medium Experienced (8-14)
1810,Graduate,STEM,21,0.0,Experienced (>=15)
1811,Graduate,STEM,8,0.0,Medium Experienced (8-14)
1812,Graduate,STEM,14,0.0,Medium Experienced (8-14)
1813,Graduate,STEM,9,0.0,Medium Experienced (8-14)
1814,Graduate,Humanities,1,0.0,Limit Experienced (0-7)
1815,Graduate,STEM,16,0.0,Experienced (>=15)
1816,Graduate,STEM,2,1.0,Limit Experienced (0-7)
1817,Graduate,STEM,5,0.0,Limit Experienced (0-7)
1818,Graduate,STEM,9,0.0,Medium Experienced (8-14)
1819,Masters,STEM,21,0.0,Experienced (>=15)
1820,Graduate,STEM,21,0.0,Experienced (>=15)
1821,Graduate,STEM,12,0.0,Medium Experienced (8-14)
1822,Masters,STEM,10,0.0,Medium Experienced (8-14)
1823,Graduate,STEM,2,0.0,Limit Experienced (0-7)
1824,Graduate,STEM,2,0.0,Limit Experienced (0-7)
1825,Graduate,STEM,16,1.0,Experienced (>=15)
1826,Graduate,STEM,1,0.0,Limit Experienced (0-7)
1827,Graduate,STEM,11,0.0,Medium Experienced (8-14)
1828,Graduate,STEM,0,0.0,Limit Experienced (0-7)
1829,Masters,STEM,11,0.0,Medium Experienced (8-14)
1830,Primary School,None,5,0.0,Limit Experienced (0-7)
1831,Graduate,STEM,14,0.0,Medium Experienced (8-14)
1832,None,None,21,0.0,Experienced (>=15)
1833,Masters,STEM,14,0.0,Medium Experienced (8-14)
1834,Masters,STEM,21,0.0,Experienced (>=15)
1835,Graduate,STEM,21,1.0,Experienced (>=15)
1836,Masters,STEM,13,0.0,Medium Experienced (8-14)
1837,Graduate,STEM,21,0.0,Experienced (>=15)
1838,Phd,STEM,10,0.0,Medium Experienced (8-14)
1839,High School,None,3,0.0,Limit Experienced (0-7)
1840,Graduate,STEM,21,0.0,Experienced (>=15)
1841,Graduate,STEM,21,0.0,Experienced (>=15)
1842,Masters,STEM,9,0.0,Medium Experienced (8-14)
1843,Masters,STEM,10,0.0,Medium Experienced (8-14)
1844,Graduate,STEM,0,0.0,Limit Experienced (0-7)
1845,None,None,2,0.0,Limit Experienced (0-7)
1846,Graduate,STEM,8,1.0,Medium Experienced (8-14)
1847,High School,None,9,0.0,Medium Experienced (8-14)
1848,Graduate,STEM,11,0.0,Medium Experienced (8-14)
1849,Graduate,Humanities,15,0.0,Experienced (>=15)
1850,Masters,STEM,5,0.0,Limit Experienced (0-7)
1851,Graduate,STEM,5,0.0,Limit Experienced (0-7)
1852,Phd,STEM,9,0.0,Medium Experienced (8-14)
1853,Graduate,STEM,8,1.0,Medium Experienced (8-14)
1854,Masters,STEM,21,0.0,Experienced (>=15)
1855,Graduate,Humanities,4,1.0,Limit Experienced (0-7)
1856,Masters,STEM,7,0.0,Limit Experienced (0-7)
1857,Graduate,STEM,6,0.0,Limit Experienced (0-7)
1858,Graduate,STEM,10,0.0,Medium Experienced (8-14)
1859,Graduate,STEM,13,0.0,Medium Experienced (8-14)
1860,Graduate,STEM,9,1.0,Medium Experienced (8-14)
1861,Graduate,STEM,7,1.0,Limit Experienced (0-7)
1862,Graduate,STEM,8,1.0,Medium Experienced (8-14)
1863,Graduate,STEM,0,1.0,Limit Experienced (0-7)
1864,Masters,STEM,9,0.0,Medium Experienced (8-14)
1865,Masters,STEM,21,1.0,Experienced (>=15)
1866,Graduate,STEM,21,1.0,Experienced (>=15)
1867,Masters,STEM,8,1.0,Medium Experienced (8-14)
1868,High School,None,2,0.0,Limit Experienced (0-7)
1869,Masters,STEM,9,1.0,Medium Experienced (8-14)
1870,High School,None,10,0.0,Medium Experienced (8-14)
1871,Graduate,STEM,15,0.0,Experienced (>=15)
1872,Graduate,STEM,1,1.0,Limit Experienced (0-7)
1873,Graduate,STEM,5,1.0,Limit Experienced (0-7)
1874,Graduate,STEM,7,0.0,Limit Experienced (0-7)
1875,Graduate,STEM,21,0.0,Experienced (>=15)
1876,High School,None,5,0.0,Limit Experienced (0-7)
1877,Graduate,STEM,9,1.0,Medium Experienced (8-14)
1878,High School,None,11,0.0,Medium Experienced (8-14)
1879,Graduate,STEM,8,1.0,Medium Experienced (8-14)
1880,Masters,STEM,15,0.0,Experienced (>=15)
1881,Masters,STEM,14,0.0,Medium Experienced (8-14)
1882,Graduate,STEM,10,1.0,Medium Experienced (8-14)
1883,None,None,1,0.0,Limit Experienced (0-7)
1884,Graduate,STEM,2,1.0,Limit Experienced (0-7)
1885,High School,None,6,0.0,Limit Experienced (0-7)
1886,Graduate,STEM,21,0.0,Experienced (>=15)
1887,Graduate,STEM,3,0.0,Limit Experienced (0-7)
1888,Graduate,STEM,5,1.0,Limit Experienced (0-7)
1889,Masters,STEM,12,0.0,Medium Experienced (8-14)
1890,Graduate,Humanities,1,0.0,Limit Experienced (0-7)
1891,High School,None,3,0.0,Limit Experienced (0-7)
1892,Masters,STEM,11,0.0,Medium Experienced (8-14)
1893,Graduate,STEM,3,0.0,Limit Experienced (0-7)
1894,High School,None,4,0.0,Limit Experienced (0-7)
1895,Masters,STEM,8,0.0,Medium Experienced (8-14)
1896,Graduate,STEM,4,0.0,Limit Experienced (0-7)
1897,Masters,STEM,9,0.0,Medium Experienced (8-14)
1898,Masters,STEM,12,0.0,Medium Experienced (8-14)
1899,Masters,STEM,8,0.0,Medium Experienced (8-14)
1900,Graduate,STEM,14,0.0,Medium Experienced (8-14)
1901,None,None,21,0.0,Experienced (>=15)
1902,Graduate,STEM,6,1.0,Limit Experienced (0-7)
1903,Graduate,STEM,6,0.0,Limit Experienced (0-7)
1904,Graduate,STEM,7,0.0,Limit Experienced (0-7)
1905,Masters,Other,16,0.0,Experienced (>=15)
1906,Graduate,Arts,9,0.0,Medium Experienced (8-14)
1907,High School,None,4,0.0,Limit Experienced (0-7)
1908,Graduate,Arts,7,0.0,Limit Experienced (0-7)
1909,Graduate,Humanities,1,1.0,Limit Experienced (0-7)
1910,Graduate,STEM,21,0.0,Experienced (>=15)
1911,Graduate,STEM,6,0.0,Limit Experienced (0-7)
1912,Graduate,STEM,9,0.0,Medium Experienced (8-14)
1913,High School,None,17,0.0,Experienced (>=15)
1914,Masters,STEM,11,0.0,Medium Experienced (8-14)
1915,Graduate,STEM,5,0.0,Limit Experienced (0-7)
1916,Masters,STEM,11,0.0,Medium Experienced (8-14)
1917,Graduate,Business Degree,6,1.0,Limit Experienced (0-7)
1918,Masters,STEM,21,1.0,Experienced (>=15)
1919,Graduate,STEM,21,0.0,Experienced (>=15)
1920,High School,None,21,0.0,Experienced (>=15)
1921,Phd,STEM,21,0.0,Experienced (>=15)
1922,Graduate,Other,10,0.0,Medium Experienced (8-14)
1923,Graduate,STEM,7,1.0,Limit Experienced (0-7)
1924,Graduate,STEM,5,0.0,Limit Experienced (0-7)
1925,Graduate,Arts,9,0.0,Medium Experienced (8-14)
1926,Masters,STEM,21,0.0,Experienced (>=15)
1927,Phd,STEM,21,1.0,Experienced (>=15)
1928,Masters,STEM,7,1.0,Limit Experienced (0-7)
1929,Graduate,STEM,6,0.0,Limit Experienced (0-7)
1930,Masters,STEM,19,0.0,Experienced (>=15)
1931,High School,None,9,0.0,Medium Experienced (8-14)
1932,Graduate,STEM,12,0.0,Medium Experienced (8-14)
1933,Masters,STEM,14,0.0,Medium Experienced (8-14)
1934,Graduate,STEM,1,1.0,Limit Experienced (0-7)
1935,High School,None,2,0.0,Limit Experienced (0-7)
1936,High School,None,21,0.0,Experienced (>=15)
1937,Graduate,STEM,12,0.0,Medium Experienced (8-14)
1938,Graduate,STEM,2,1.0,Limit Experienced (0-7)
1939,Graduate,STEM,9,0.0,Medium Experienced (8-14)
1940,Masters,STEM,5,0.0,Limit Experienced (0-7)
1941,Graduate,STEM,10,0.0,Medium Experienced (8-14)
1942,Masters,STEM,21,0.0,Experienced (>=15)
1943,High School,None,16,0.0,Experienced (>=15)
1944,High School,None,5,1.0,Limit Experienced (0-7)
1945,None,None,18,1.0,Experienced (>=15)
1946,High School,None,4,1.0,Limit Experienced (0-7)
1947,Phd,STEM,21,0.0,Experienced (>=15)
1948,Graduate,STEM,14,0.0,Medium Experienced (8-14)
1949,Masters,STEM,5,0.0,Limit Experienced (0-7)
1950,Graduate,STEM,6,0.0,Limit Experienced (0-7)
1951,High School,None,6,0.0,Limit Experienced (0-7)
1952,Primary School,None,11,0.0,Medium Experienced (8-14)
1953,Graduate,STEM,2,0.0,Limit Experienced (0-7)
1954,Graduate,STEM,10,0.0,Medium Experienced (8-14)
1955,Graduate,STEM,12,0.0,Medium Experienced (8-14)
1956,Masters,STEM,17,0.0,Experienced (>=15)
1957,Graduate,STEM,16,0.0,Experienced (>=15)
1958,Graduate,STEM,3,0.0,Limit Experienced (0-7)
1959,Graduate,STEM,5,1.0,Limit Experienced (0-7)
1960,Graduate,STEM,3,1.0,Limit Experienced (0-7)
1961,High School,None,17,0.0,Experienced (>=15)
1962,Graduate,STEM,6,0.0,Limit Experienced (0-7)
1963,Graduate,STEM,6,0.0,Limit Experienced (0-7)
1964,Masters,STEM,2,0.0,Limit Experienced (0-7)
1965,Graduate,STEM,6,0.0,Limit Experienced (0-7)
1966,Masters,STEM,6,0.0,Limit Experienced (0-7)
1967,Graduate,STEM,6,0.0,Limit Experienced (0-7)
