,education_level,training_hours,gender,train_level
5308,Graduate,26,Male,1
5309,Graduate,102,Male,4
5311,Graduate,23,Male,1
5312,Masters,56,Male,2
5314,Graduate,106,Male,4
5315,Graduate,36,Male,2
5316,Graduate,38,Male,2
5317,Masters,105,Male,4
5318,Graduate,46,Female,2
5319,Masters,15,Male,1
5320,Graduate,11,Male,1
5321,Masters,12,Male,1
5323,Graduate,9,Male,1
5324,Graduate,152,Female,5
5325,Masters,22,Female,1
5326,Graduate,8,Male,1
5327,Masters,20,Male,1
5328,Masters,48,Male,2
5329,Graduate,43,Male,2
5330,Masters,37,Male,2
5331,Graduate,22,Male,1
5332,Phd,26,Male,1
5333,Graduate,6,Male,1
5334,Masters,56,Female,2
5335,Graduate,228,Male,7
5337,High School,8,Male,1
5339,Masters,102,Male,4
5340,Masters,133,Male,4
5341,Masters,47,Female,2
5342,High School,246,Male,8
5343,Graduate,40,Female,2
5344,Graduate,30,Male,1
5345,Masters,108,Male,4
5346,Graduate,166,Male,5
5347,Phd,256,Other,8
5348,Phd,30,Male,1
5349,Graduate,54,Male,2
5350,High School,52,Male,2
5351,Graduate,80,Male,3
5352,High School,94,Male,3
5353,Graduate,36,Male,2
5354,Phd,15,Male,1
5355,Masters,96,Male,3
5357,Graduate,152,Male,5
5358,Masters,68,Male,3
5359,Masters,13,Male,1
5360,Graduate,50,Male,2
5361,Graduate,72,Male,3
5362,Graduate,13,Male,1
5363,Graduate,21,Male,1
5364,Graduate,145,Male,5
5365,Graduate,66,Male,2
5366,High School,79,Male,3
5367,High School,40,Male,2
5369,Graduate,25,Male,1
5371,High School,3,Male,1
5372,Graduate,42,Male,2
5373,Graduate,78,Male,3
5375,Masters,146,Male,5
5376,High School,196,Male,6
5378,Graduate,84,Male,3
5380,Graduate,7,Male,1
5382,Masters,3,Male,1
5383,Masters,67,Male,2
5384,Masters,44,Male,2
5385,Masters,50,Male,2
5386,Graduate,16,Other,1
5387,Masters,56,Female,2
5390,Masters,57,Male,2
5392,Graduate,50,Male,2
5393,Masters,6,Male,1
5394,Graduate,34,Male,2
5396,Graduate,114,Male,4
5397,High School,43,Male,2
5398,Graduate,33,Male,1
5399,Graduate,77,Male,3
5400,Graduate,302,Male,9
5401,Graduate,6,Male,1
5402,Graduate,55,Male,2
5405,Graduate,39,Male,2
5407,Graduate,57,Male,2
5408,Graduate,310,Male,10
5409,Graduate,92,Male,3
5411,Graduate,34,Male,2
5412,Masters,92,Male,3
5415,Masters,4,Male,1
5417,Graduate,45,Male,2
5419,Graduate,57,Male,2
5420,Masters,50,Male,2
5421,Graduate,88,Male,3
5422,Masters,37,Male,2
5423,Phd,29,Male,1
5424,Graduate,157,Male,5
5425,Graduate,162,Female,5
5426,Masters,28,Male,1
5427,High School,150,Male,5
5428,Graduate,29,Male,1
5429,Graduate,45,Male,2
5430,Graduate,222,Female,7
5431,Masters,90,Male,3
5433,Masters,95,Male,3
5434,Graduate,12,Male,1
5435,Graduate,90,Male,3
5436,Graduate,54,Male,2
5437,High School,14,Female,1
5438,Graduate,290,Male,9
5439,Masters,6,Male,1
5441,Graduate,70,Male,3
5442,Masters,50,Male,2
5443,Graduate,21,Male,1
5444,Graduate,156,Male,5
5445,Graduate,18,Male,1
5446,Graduate,23,Male,1
5447,Graduate,51,Male,2
5448,Graduate,17,Male,1
5449,Graduate,108,Male,4
5450,Graduate,22,Male,1
5451,Graduate,66,Male,2
5454,Graduate,134,Male,4
5456,Graduate,92,Male,3
5457,High School,111,Male,4
5458,Graduate,38,Male,2
5459,Graduate,47,Male,2
5460,High School,31,Male,1
5463,Masters,13,Male,1
5464,High School,77,Male,3
5465,Graduate,75,Male,3
5466,Masters,25,Male,1
5467,Graduate,20,Female,1
5470,Graduate,15,Male,1
5471,High School,15,Male,1
5472,Masters,6,Female,1
5473,Graduate,4,Male,1
5474,Graduate,51,Male,2
5475,Masters,45,Male,2
5478,Graduate,86,Male,3
5479,Graduate,134,Female,4
5481,High School,200,Male,6
5482,Masters,59,Male,2
5483,Graduate,43,Male,2
5484,Masters,25,Male,1
5485,Masters,39,Male,2
5486,Masters,130,Female,4
5487,Graduate,168,Male,5
5488,Graduate,8,Female,1
5491,Masters,198,Male,6
5493,Masters,72,Female,3
5494,Graduate,40,Male,2
5495,Graduate,138,Female,5
5496,High School,328,Male,10
5497,Graduate,26,Female,1
5500,Graduate,334,Male,10
5501,Graduate,96,Male,3
5502,Graduate,148,Male,5
5503,Phd,220,Male,7
5504,Graduate,17,Male,1
5505,Graduate,102,Male,4
5506,Masters,40,Male,2
5507,Graduate,37,Male,2
5508,Graduate,65,Male,2
5510,Phd,26,Male,1
5511,Masters,41,Male,2
5512,Graduate,109,Male,4
5513,Graduate,34,Male,2
5515,Graduate,106,Male,4
5516,Graduate,79,Male,3
5517,Primary School,58,Male,2
5518,Graduate,122,Female,4
5520,Masters,118,Male,4
5523,High School,94,Male,3
5525,Masters,97,Male,3
5526,Graduate,132,Male,4
5527,High School,14,Male,1
5528,Graduate,328,Male,10
5529,Graduate,170,Male,6
5530,Graduate,34,Male,2
5531,High School,12,Male,1
5532,Graduate,66,Female,2
5533,Graduate,45,Female,2
5534,Primary School,244,Male,8
5535,High School,57,Male,2
5537,Graduate,25,Other,1
5539,Masters,18,Male,1
5541,Masters,92,Female,3
5542,Graduate,20,Male,1
5544,Graduate,18,Male,1
5545,Masters,52,Male,2
5546,High School,118,Male,4
5547,Graduate,17,Male,1
5549,Graduate,50,Male,2
5550,Masters,107,Male,4
5553,Graduate,102,Female,4
5554,Graduate,22,Male,1
5555,Graduate,142,Female,5
5557,Graduate,144,Male,5
5559,Graduate,30,Male,1
5560,Graduate,26,Male,1
5561,Masters,64,Female,2
5562,Masters,8,Male,1
5564,Graduate,43,Male,2
5565,Masters,40,Male,2
5568,Graduate,28,Male,1
5569,Graduate,8,Male,1
5570,Masters,34,Male,2
5571,Graduate,28,Male,1
5572,Graduate,12,Male,1
5573,Masters,322,Male,10
5574,Graduate,43,Male,2
5575,High School,204,Male,7
5576,Graduate,52,Male,2
5578,Graduate,11,Female,1
5579,Graduate,9,Male,1
5580,Graduate,33,Female,1
5581,Graduate,100,Male,3
5582,Graduate,288,Male,9
5583,Graduate,41,Male,2
5584,Graduate,91,Male,3
5586,Graduate,8,Male,1
5588,High School,15,Male,1
5590,Masters,84,Male,3
5591,Graduate,15,Male,1
5592,High School,12,Male,1
5593,Graduate,57,Male,2
5594,High School,105,Female,4
5595,Graduate,48,Male,2
5596,Masters,50,Male,2
5597,Graduate,7,Male,1
5598,Masters,29,Male,1
5599,Phd,122,Male,4
5601,Primary School,73,Male,3
5602,Masters,110,Male,4
5603,Graduate,130,Male,4
5604,Graduate,58,Male,2
5605,High School,61,Male,2
5606,Graduate,79,Male,3
5607,Phd,17,Male,1
5608,Graduate,29,Male,1
5609,High School,57,Male,2
5610,Masters,42,Male,2
5611,Masters,14,Male,1
5612,Graduate,89,Male,3
5614,Masters,23,Male,1
5615,Graduate,25,Male,1
5616,Masters,154,Male,5
5618,Graduate,11,Male,1
5620,Masters,48,Male,2
5622,High School,36,Male,2
5623,Graduate,46,Male,2
5624,Masters,36,Male,2
5625,Masters,25,Female,1
5626,Graduate,40,Male,2
5627,Graduate,30,Male,1
5628,Graduate,64,Female,2
5629,Graduate,15,Male,1
5630,Graduate,96,Male,3
5631,Masters,76,Male,3
5632,Graduate,39,Male,2
5633,Graduate,72,Male,3
5635,High School,105,Male,4
5636,Graduate,3,Male,1
5638,Graduate,84,Male,3
5639,Masters,22,Female,1
5640,Graduate,17,Male,1
5641,Graduate,42,Male,2
5642,Graduate,100,Male,3
5643,High School,32,Male,1
5644,High School,49,Male,2
5645,Graduate,324,Male,10
5646,Graduate,21,Male,1
5648,Phd,25,Male,1
5649,High School,96,Male,3
5650,Graduate,13,Male,1
5652,High School,44,Male,2
5653,Graduate,36,Male,2
5654,Graduate,45,Other,2
5655,Graduate,50,Male,2
5656,Graduate,21,Male,1
5658,Graduate,83,Male,3
5659,High School,43,Male,2
5660,Graduate,17,Female,1
5661,Graduate,32,Male,1
5662,Masters,60,Male,2
5664,Graduate,15,Male,1
5666,Masters,54,Male,2
5667,Graduate,36,Male,2
5671,Graduate,47,Male,2
5672,Graduate,30,Male,1
5673,Masters,83,Male,3
5675,High School,190,Male,6
5676,Graduate,7,Male,1
5677,Graduate,26,Male,1
5678,Graduate,86,Other,3
5679,High School,163,Male,5
5680,Masters,256,Male,8
5681,Masters,32,Female,1
5682,Graduate,7,Male,1
5683,Graduate,178,Male,6
5685,Graduate,198,Male,6
5686,Graduate,24,Male,1
5687,Graduate,35,Male,2
5688,Graduate,74,Male,3
5689,Graduate,17,Male,1
5690,High School,13,Other,1
5691,Masters,41,Male,2
5692,Graduate,88,Male,3
5693,High School,57,Male,2
5694,Graduate,3,Male,1
5695,Graduate,12,Male,1
5696,Graduate,22,Male,1
5698,Graduate,15,Other,1
5701,Graduate,102,Male,4
5702,Graduate,4,Male,1
5704,Graduate,40,Male,2
5706,Graduate,8,Male,1
5707,Graduate,98,Other,3
5709,Masters,154,Male,5
5710,High School,182,Male,6
5711,Graduate,69,Female,3
5712,High School,85,Male,3
5714,Graduate,50,Male,2
5715,Masters,12,Male,1
5716,Masters,146,Male,5
5719,Primary School,56,Male,2
5720,High School,134,Male,4
5721,Graduate,109,Male,4
5722,Graduate,28,Female,1
5723,Graduate,194,Male,6
5725,High School,114,Male,4
5726,Graduate,134,Male,4
5727,Graduate,3,Male,1
5728,Graduate,40,Male,2
5729,Graduate,47,Male,2
5730,Graduate,66,Male,2
5731,Masters,102,Male,4
5732,Graduate,96,Male,3
5733,Masters,26,Male,1
5735,Masters,192,Male,6
5736,High School,54,Male,2
5737,Graduate,92,Male,3
5739,Masters,4,Female,1
5740,Graduate,178,Male,6
5741,Graduate,15,Male,1
5742,Masters,34,Male,2
5743,Masters,30,Male,1
5744,Graduate,46,Male,2
5746,Graduate,37,Male,2
5747,Masters,108,Male,4
5748,Masters,58,Male,2
5749,Graduate,16,Female,1
5750,High School,60,Male,2
5751,High School,102,Male,4
5752,Masters,64,Male,2
5753,Masters,182,Male,6
5754,Masters,75,Female,3
5755,Graduate,18,Male,1
5758,Masters,210,Male,7
5759,High School,48,Male,2
5760,Graduate,10,Male,1
5761,Graduate,11,Male,1
5762,High School,47,Male,2
5763,Masters,47,Male,2
5766,Masters,74,Male,3
5767,Masters,13,Male,1
5768,High School,81,Male,3
5769,Graduate,36,Male,2
5770,Masters,128,Male,4
5771,Graduate,58,Male,2
5772,Masters,51,Male,2
5773,High School,104,Male,4
5775,Graduate,4,Male,1
5776,Graduate,50,Male,2
5777,Graduate,184,Male,6
5778,Graduate,258,Male,8
5779,Graduate,18,Male,1
5780,Masters,21,Male,1
5781,Masters,41,Male,2
5782,Masters,20,Male,1
5783,Graduate,17,Male,1
5784,Graduate,128,Male,4
5787,Graduate,68,Male,3
5790,Graduate,22,Male,1
5791,Primary School,81,Male,3
5792,Graduate,80,Male,3
5795,Phd,83,Male,3
5796,Graduate,14,Male,1
5798,Masters,68,Male,3
5800,High School,128,Male,4
5801,Masters,11,Male,1
5803,Graduate,62,Other,2
5804,Graduate,268,Male,8
5805,Graduate,26,Male,1
5806,High School,44,Male,2
5807,Graduate,86,Male,3
5808,Graduate,46,Male,2
5810,Graduate,49,Male,2
5811,Masters,15,Male,1
5814,Graduate,8,Male,1
5815,Graduate,44,Male,2
5818,Graduate,23,Male,1
5820,Graduate,9,Male,1
5821,Masters,87,Male,3
5822,Masters,13,Male,1
5823,Graduate,76,Male,3
5824,Graduate,18,Male,1
5826,Masters,11,Male,1
5827,High School,45,Male,2
5829,Graduate,90,Male,3
5830,Graduate,4,Male,1
5831,Graduate,10,Male,1
5832,Graduate,82,Male,3
5833,Graduate,26,Male,1
5835,Masters,107,Male,4
5836,Masters,29,Male,1
5837,High School,66,Male,2
5838,Graduate,42,Male,2
5839,Masters,64,Male,2
5842,Graduate,222,Male,7
5843,Graduate,83,Male,3
5844,Graduate,19,Male,1
5845,Graduate,97,Male,3
5846,Masters,36,Male,2
5847,Graduate,69,Male,3
5848,High School,57,Male,2
5849,Graduate,166,Male,5
5850,Graduate,226,Male,7
5851,Masters,46,Female,2
5853,Masters,70,Male,3
5854,High School,102,Male,4
5855,Graduate,67,Male,2
5856,Graduate,194,Male,6
5857,Masters,14,Male,1
5858,Graduate,12,Male,1
5859,Graduate,100,Male,3
5860,Graduate,41,Male,2
5861,Graduate,56,Female,2
5862,Graduate,151,Male,5
5863,High School,43,Male,2
5865,Graduate,42,Male,2
5867,Masters,35,Male,2
5868,Masters,46,Male,2
5870,Masters,10,Male,1
5871,Graduate,88,Male,3
5872,Masters,1,Male,1
5874,Graduate,23,Male,1
5875,Graduate,72,Male,3
5876,High School,50,Male,2
5877,Graduate,116,Male,4
5879,Graduate,55,Male,2
5880,High School,53,Male,2
5881,Graduate,32,Female,1
5885,Masters,31,Male,1
5887,Graduate,28,Male,1
5888,Graduate,62,Male,2
5890,Graduate,165,Male,5
5892,Masters,26,Male,1
5893,Masters,14,Male,1
5894,Masters,144,Male,5
5895,Masters,116,Male,4
5896,Graduate,14,Male,1
5897,High School,46,Male,2
5898,High School,29,Male,1
5900,High School,57,Male,2
5901,Graduate,102,Male,4
5902,Graduate,43,Male,2
5903,Graduate,25,Male,1
5907,Graduate,24,Male,1
5908,Graduate,42,Female,2
5909,High School,24,Female,1
5910,Masters,60,Female,2
5911,Graduate,226,Male,7
5912,Masters,66,Male,2
5913,Graduate,5,Male,1
5914,Masters,56,Male,2
5915,Graduate,17,Male,1
5916,Graduate,66,Female,2
5918,Phd,14,Male,1
5919,Graduate,28,Male,1
5920,Graduate,19,Male,1
5922,Primary School,66,Male,2
5923,Graduate,6,Female,1
5924,Graduate,46,Male,2
5925,Graduate,62,Male,2
5926,Graduate,6,Male,1
5927,Graduate,80,Male,3
5928,Graduate,48,Female,2
5929,Graduate,28,Male,1
5930,Phd,133,Male,4
5931,Graduate,78,Male,3
5932,High School,48,Male,2
5935,Graduate,45,Male,2
5936,Masters,19,Male,1
5937,High School,110,Male,4
5938,Graduate,57,Male,2
5940,Graduate,30,Male,1
5941,Graduate,58,Male,2
5942,Graduate,104,Male,4
5943,High School,61,Male,2
5944,Graduate,14,Male,1
5945,Masters,124,Female,4
5946,Graduate,17,Male,1
5947,Phd,50,Male,2
5948,Graduate,48,Male,2
5949,Graduate,56,Male,2
5950,Graduate,232,Male,7
5952,Graduate,31,Male,1
5953,Graduate,88,Male,3
5954,Graduate,18,Male,1
5956,Graduate,39,Female,2
5957,Primary School,106,Male,4
5958,Masters,214,Male,7
5959,Graduate,4,Male,1
5960,Graduate,46,Male,2
5961,Graduate,55,Male,2
5963,Graduate,27,Male,1
5964,Masters,76,Male,3
5965,High School,57,Male,2
5966,Graduate,34,Male,2
5969,Graduate,106,Male,4
5970,Graduate,86,Male,3
5971,Graduate,47,Female,2
5973,High School,146,Male,5
5974,Graduate,72,Male,3
5976,Graduate,30,Male,1
5977,Graduate,150,Male,5
5980,Masters,4,Male,1
5981,Graduate,40,Male,2
5982,Graduate,60,Male,2
5983,Graduate,13,Male,1
5985,Graduate,10,Male,1
5987,Graduate,5,Male,1
5989,Masters,148,Male,5
5990,Graduate,70,Female,3
5991,Graduate,44,Female,2
5992,Graduate,51,Male,2
5993,Graduate,37,Male,2
5994,Graduate,32,Male,1
5995,Graduate,4,Male,1
5996,Graduate,21,Male,1
5997,Graduate,80,Male,3
5998,Masters,28,Male,1
5999,Masters,41,Male,2
6000,Graduate,158,Male,5
6001,Graduate,84,Male,3
6002,Masters,28,Male,1
6003,Graduate,135,Male,5
6004,Masters,56,Female,2
6005,Graduate,12,Male,1
6006,Graduate,112,Female,4
6007,Graduate,87,Male,3
6008,High School,102,Male,4
6009,Masters,136,Male,5
6012,Graduate,38,Male,2
6013,Masters,19,Male,1
6014,Phd,20,Male,1
6015,Graduate,13,Male,1
6016,Graduate,192,Male,6
6017,High School,78,Male,3
6018,Masters,51,Male,2
6019,Graduate,31,Male,1
6020,Graduate,54,Female,2
6022,Masters,112,Male,4
6025,Masters,30,Male,1
6026,High School,54,Other,2
6027,Graduate,114,Male,4
6028,Graduate,102,Male,4
6029,Graduate,33,Male,1
6031,High School,306,Male,10
6032,High School,64,Male,2
6033,Graduate,149,Male,5
6035,High School,34,Other,2
6036,Graduate,55,Male,2
6037,Graduate,62,Male,2
6038,Graduate,5,Male,1
6039,Masters,334,Male,10
6041,Graduate,8,Male,1
6042,Graduate,17,Male,1
6043,High School,182,Male,6
6044,Masters,110,Male,4
6046,Masters,22,Male,1
6047,Graduate,57,Male,2
6048,Masters,15,Male,1
6049,Graduate,57,Male,2
6050,Graduate,8,Male,1
6051,Graduate,29,Male,1
6052,Graduate,147,Male,5
6053,Graduate,100,Female,3
6054,Graduate,63,Female,2
6055,Masters,53,Male,2
6056,Graduate,125,Male,4
6057,Graduate,58,Male,2
6058,Graduate,13,Male,1
6059,Graduate,82,Male,3
6061,Graduate,154,Male,5
6062,Phd,51,Male,2
6065,Masters,8,Male,1
6066,Masters,52,Male,2
6067,Graduate,58,Male,2
6068,Phd,78,Male,3
6069,Graduate,11,Male,1
6072,Primary School,15,Male,1
6073,Graduate,64,Male,2
6074,Graduate,98,Male,3
6075,Masters,16,Male,1
6076,Graduate,56,Male,2
6077,Graduate,114,Male,4
6078,Graduate,43,Male,2
6079,Graduate,104,Male,4
6080,Graduate,17,Male,1
6081,Graduate,25,Male,1
6083,Masters,69,Male,3
6084,Graduate,10,Male,1
6085,Graduate,31,Male,1
6086,Graduate,44,Male,2
6087,Graduate,65,Male,2
6088,Graduate,26,Male,1
6090,Graduate,260,Male,8
6091,Primary School,77,Male,3
6093,Graduate,47,Male,2
6094,Masters,9,Male,1
6095,Graduate,40,Male,2
6097,Graduate,26,Male,1
6099,Graduate,95,Male,3
6100,High School,88,Male,3
6101,Masters,13,Male,1
6102,Graduate,20,Male,1
6103,Masters,167,Male,5
6104,Graduate,147,Male,5
6105,Graduate,131,Male,4
6106,Masters,56,Male,2
6108,Graduate,62,Male,2
6109,Graduate,90,Male,3
6110,Graduate,110,Female,4
6112,Graduate,79,Female,3
6113,Graduate,13,Male,1
6114,Graduate,36,Female,2
6115,Graduate,9,Male,1
6116,Graduate,92,Male,3
6118,Masters,15,Male,1
6119,High School,244,Male,8
6120,Graduate,96,Male,3
6121,High School,82,Male,3
6122,Graduate,22,Male,1
6123,High School,32,Male,1
6125,Graduate,80,Female,3
6126,Phd,43,Female,2
6128,Graduate,15,Female,1
6130,Graduate,104,Female,4
6132,Graduate,154,Male,5
6133,Graduate,3,Male,1
6134,Graduate,21,Male,1
6135,Masters,14,Male,1
6136,High School,11,Male,1
6137,Masters,31,Male,1
6138,High School,24,Male,1
6140,Phd,22,Male,1
6141,Graduate,84,Female,3
6142,Masters,75,Male,3
6143,Graduate,51,Male,2
6144,Masters,10,Male,1
6145,High School,25,Male,1
6146,Graduate,94,Male,3
6148,Masters,23,Male,1
6149,Phd,48,Male,2
6150,Masters,77,Male,3
6151,Graduate,36,Male,2
6153,Graduate,59,Male,2
6154,Graduate,126,Male,4
6155,High School,29,Male,1
6157,Graduate,16,Male,1
6158,Graduate,11,Male,1
6159,Graduate,92,Male,3
6161,Graduate,48,Male,2
6162,Graduate,34,Male,2
6163,Masters,44,Male,2
6164,Graduate,14,Male,1
6165,Graduate,34,Male,2
6166,Masters,142,Male,5
6167,Graduate,156,Male,5
6169,Graduate,89,Male,3
6172,Graduate,9,Female,1
6173,Graduate,102,Male,4
6176,Masters,30,Male,1
6177,High School,33,Male,1
6180,Graduate,60,Male,2
6181,Graduate,50,Male,2
6184,Graduate,16,Male,1
6185,Graduate,8,Male,1
6186,Graduate,172,Male,6
6187,Graduate,42,Male,2
6188,Masters,6,Male,1
6190,High School,19,Female,1
6191,Masters,144,Male,5
6192,Masters,52,Female,2
6194,Graduate,34,Male,2
6195,Masters,9,Other,1
6196,Graduate,46,Male,2
6197,Graduate,37,Male,2
6198,Graduate,20,Male,1
6199,Graduate,90,Male,3
6206,Phd,11,Female,1
6208,Graduate,18,Male,1
6210,Masters,68,Male,3
6211,High School,51,Male,2
6212,Graduate,82,Male,3
6213,Graduate,128,Male,4
6214,Graduate,10,Male,1
6216,Graduate,107,Male,4
6218,Graduate,6,Male,1
6220,Masters,42,Male,2
6221,Graduate,24,Male,1
6222,Graduate,142,Other,5
6223,Graduate,4,Male,1
6224,Graduate,61,Male,2
6225,High School,16,Male,1
6226,Graduate,30,Male,1
6228,Masters,95,Male,3
6229,Graduate,15,Other,1
6230,Primary School,10,Male,1
6231,Graduate,69,Other,3
6232,Masters,42,Male,2
6234,Phd,10,Male,1
6236,High School,11,Male,1
6237,Masters,18,Male,1
6238,Masters,42,Male,2
6239,Masters,36,Male,2
6241,Graduate,55,Male,2
6243,Graduate,35,Male,2
6244,Graduate,32,Male,1
6245,Graduate,81,Male,3
6246,Graduate,81,Female,3
6248,Graduate,72,Male,3
6249,Graduate,19,Female,1
6252,Masters,29,Male,1
6253,Graduate,163,Male,5
6254,Masters,50,Male,2
6256,Graduate,92,Male,3
6259,Masters,14,Male,1
6261,Masters,70,Male,3
6262,Masters,90,Male,3
6265,Graduate,11,Male,1
6266,Graduate,47,Male,2
6267,Masters,87,Male,3
6268,High School,132,Male,4
6270,Masters,43,Male,2
6273,Masters,196,Male,6
6274,High School,6,Other,1
6275,High School,56,Male,2
6276,Graduate,7,Male,1
6277,Masters,10,Male,1
6278,Graduate,36,Male,2
6279,High School,78,Male,3
6281,Graduate,17,Male,1
6282,Graduate,138,Male,5
6283,Graduate,19,Male,1
6284,Graduate,116,Male,4
6285,High School,18,Male,1
6286,Masters,68,Male,3
6288,Graduate,32,Male,1
6291,Graduate,88,Male,3
6292,Graduate,58,Male,2
6293,Graduate,67,Male,2
6294,Graduate,98,Male,3
6296,Masters,88,Male,3
6297,Graduate,70,Male,3
6298,Graduate,31,Male,1
6299,Graduate,174,Male,6
6300,High School,64,Male,2
6301,Graduate,39,Male,2
6302,Masters,6,Male,1
6303,Graduate,132,Male,4
6304,Graduate,78,Male,3
6306,Graduate,48,Male,2
6308,High School,32,Male,1
6309,Graduate,12,Male,1
6310,Phd,48,Male,2
6311,High School,39,Male,2
6313,Graduate,36,Male,2
6314,Graduate,56,Male,2
6315,Primary School,111,Male,4
6316,Graduate,100,Male,3
6317,Graduate,45,Male,2
6320,High School,82,Male,3
6321,Masters,74,Female,3
6322,Graduate,336,Male,10
6323,Graduate,48,Male,2
6325,Graduate,133,Male,4
6326,Graduate,21,Male,1
6327,Graduate,180,Male,6
6330,High School,89,Male,3
6332,High School,111,Female,4
6333,High School,9,Male,1
6335,High School,135,Male,5
6336,Graduate,35,Male,2
6337,Graduate,30,Male,1
6338,Masters,23,Male,1
6339,Masters,26,Male,1
6340,Masters,13,Male,1
6341,Phd,56,Male,2
6342,Graduate,51,Male,2
6343,Masters,19,Male,1
6344,Graduate,11,Male,1
6345,Graduate,9,Male,1
6346,Masters,50,Male,2
6347,Masters,53,Male,2
6348,Graduate,8,Male,1
6349,Graduate,192,Male,6
6350,Masters,4,Male,1
6352,Graduate,29,Male,1
6353,Masters,31,Male,1
6354,Masters,130,Male,4
6355,Graduate,162,Male,5
6356,High School,13,Male,1
6357,Graduate,86,Male,3
6359,Masters,43,Male,2
6361,Graduate,30,Female,1
6362,Masters,56,Male,2
6364,Masters,26,Male,1
6365,Graduate,1,Male,1
6367,Graduate,218,Male,7
6368,Graduate,84,Female,3
6369,Masters,98,Male,3
6370,Graduate,32,Male,1
6371,Graduate,30,Male,1
6373,High School,116,Male,4
6374,Graduate,34,Female,2
6375,High School,314,Male,10
6376,Masters,24,Male,1
6379,Graduate,24,Female,1
6381,Masters,13,Male,1
6382,Graduate,46,Male,2
6385,Graduate,15,Female,1
6386,Graduate,20,Male,1
6387,Graduate,134,Male,4
6388,Graduate,198,Male,6
6389,Graduate,204,Male,7
6390,Graduate,102,Male,4
6391,Graduate,96,Female,3
6392,Graduate,150,Male,5
6393,Masters,46,Male,2
6394,Graduate,64,Male,2
6395,Phd,54,Male,2
6396,Graduate,16,Male,1
6398,Graduate,26,Male,1
6399,High School,36,Male,2
6400,Graduate,65,Male,2
6403,Masters,45,Male,2
6404,Graduate,68,Male,3
6408,Graduate,21,Male,1
6409,Graduate,80,Male,3
6410,Masters,25,Male,1
6411,Graduate,78,Male,3
6412,Graduate,14,Male,1
6413,High School,152,Male,5
6414,Graduate,94,Male,3
6415,Masters,28,Male,1
6418,Graduate,100,Male,3
6419,Graduate,57,Male,2
6420,Graduate,89,Male,3
6422,Graduate,56,Male,2
6423,High School,66,Male,2
6426,Masters,55,Male,2
6427,Graduate,28,Female,1
6429,High School,32,Male,1
6431,Graduate,28,Male,1
6433,Graduate,66,Male,2
6434,Graduate,8,Male,1
6435,Graduate,210,Male,7
6437,Graduate,12,Male,1
6438,Graduate,37,Male,2
6439,Graduate,114,Male,4
6440,Graduate,82,Male,3
6441,High School,110,Male,4
6442,Graduate,28,Male,1
6443,Graduate,188,Male,6
6444,Masters,109,Male,4
6445,High School,156,Male,5
6446,High School,96,Male,3
6447,Masters,15,Male,1
6448,Graduate,98,Male,3
6449,Graduate,38,Male,2
6450,Graduate,18,Male,1
6451,Masters,90,Male,3
6452,Graduate,25,Female,1
6453,Graduate,153,Male,5
6454,Masters,41,Male,2
6456,Graduate,23,Male,1
6457,Graduate,9,Male,1
6458,Graduate,43,Male,2
6459,Masters,82,Male,3
6460,Graduate,29,Male,1
6461,Graduate,48,Male,2
6462,Graduate,10,Male,1
6464,Graduate,107,Male,4
6465,Graduate,32,Male,1
6466,Graduate,218,Male,7
6467,Masters,43,Male,2
6468,Graduate,40,Male,2
6469,High School,72,Male,3
6470,Graduate,31,Male,1
6472,Graduate,34,Male,2
6473,Graduate,14,Male,1
6476,Graduate,106,Male,4
6477,Masters,90,Male,3
6478,Graduate,18,Male,1
6481,Phd,27,Male,1
6482,Graduate,145,Male,5
6483,High School,22,Male,1
6484,Masters,43,Male,2
6485,Masters,43,Male,2
6487,Graduate,167,Male,5
6488,Graduate,18,Male,1
6489,Graduate,128,Male,4
6492,Graduate,58,Male,2
6496,Graduate,72,Male,3
6497,Graduate,17,Male,1
6500,Phd,4,Male,1
6501,High School,148,Male,5
6502,Masters,61,Male,2
6503,High School,71,Male,3
6504,High School,122,Male,4
6505,High School,24,Male,1
6506,Graduate,52,Male,2
6507,Graduate,52,Female,2
6508,Masters,8,Male,1
6509,Graduate,6,Male,1
6510,Phd,80,Male,3
6511,Phd,21,Male,1
6512,High School,73,Male,3
6513,Masters,55,Male,2
6514,Primary School,7,Male,1
6515,High School,108,Male,4
6516,Graduate,34,Male,2
6517,Phd,21,Male,1
6518,Graduate,28,Male,1
6519,High School,72,Male,3
6520,Graduate,74,Male,3
6521,Graduate,21,Male,1
6523,High School,31,Male,1
6524,High School,80,Male,3
6525,High School,38,Male,2
6526,Graduate,56,Male,2
6527,Graduate,102,Male,4
6528,High School,50,Male,2
6534,Graduate,59,Male,2
6535,Graduate,20,Male,1
6537,Graduate,24,Male,1
6538,Graduate,32,Male,1
6539,Graduate,7,Male,1
6540,Masters,77,Male,3
6541,Graduate,190,Male,6
6542,Graduate,62,Male,2
6543,Graduate,26,Male,1
6544,Graduate,64,Male,2
6546,High School,36,Male,2
6548,Graduate,184,Male,6
6550,Graduate,59,Male,2
6551,Graduate,61,Male,2
6552,Graduate,52,Male,2
6553,High School,28,Male,1
6556,Graduate,20,Male,1
6557,Graduate,132,Male,4
6558,Graduate,45,Male,2
6559,Graduate,91,Male,3
6560,Graduate,86,Male,3
6561,Graduate,37,Male,2
