,education_level,major_discipline,experience,target,experience_level
5984,Masters,STEM,0,0.0,Limit Experienced
5985,Graduate,STEM,15,0.0,Experienced
5986,High School,None,15,0.0,Experienced
5987,Graduate,STEM,9,0.0,Medium Experienced
5988,Graduate,Other,3,0.0,Limit Experienced
5989,Masters,Humanities,3,0.0,Limit Experienced
5990,Graduate,STEM,19,0.0,Experienced
5991,Graduate,STEM,13,1.0,Medium Experienced
5992,Graduate,STEM,9,0.0,Medium Experienced
5993,Graduate,Humanities,7,0.0,Limit Experienced
5994,Graduate,STEM,21,1.0,Experienced
5995,Graduate,STEM,11,0.0,Medium Experienced
5996,Graduate,STEM,3,0.0,Limit Experienced
5997,Graduate,STEM,3,1.0,Limit Experienced
5998,Masters,STEM,11,0.0,Medium Experienced
5999,Masters,STEM,5,0.0,Limit Experienced
6000,Graduate,STEM,4,0.0,Limit Experienced
6001,Graduate,STEM,21,0.0,Experienced
6002,Masters,STEM,14,0.0,Medium Experienced
6003,Graduate,STEM,5,1.0,Limit Experienced
6004,Masters,STEM,10,0.0,Medium Experienced
6005,Graduate,STEM,21,0.0,Experienced
6006,Graduate,STEM,9,0.0,Medium Experienced
6007,Graduate,STEM,21,0.0,Experienced
6008,High School,None,21,0.0,Experienced
6009,Masters,STEM,21,0.0,Experienced
6010,Masters,STEM,5,0.0,Limit Experienced
6011,Graduate,STEM,5,0.0,Limit Experienced
6012,Graduate,STEM,5,0.0,Limit Experienced
6013,Masters,STEM,15,1.0,Experienced
6014,Phd,STEM,8,0.0,Medium Experienced
6015,Graduate,STEM,17,1.0,Experienced
6016,Graduate,STEM,11,0.0,Medium Experienced
6017,High School,None,4,1.0,Limit Experienced
6018,Masters,Arts,21,0.0,Experienced
6019,Graduate,STEM,4,0.0,Limit Experienced
6020,Graduate,STEM,5,0.0,Limit Experienced
6021,Graduate,STEM,5,0.0,Limit Experienced
6022,Masters,No Major,21,0.0,Experienced
6023,Graduate,STEM,3,0.0,Limit Experienced
6024,Graduate,STEM,5,0.0,Limit Experienced
6025,Masters,STEM,7,0.0,Limit Experienced
6026,High School,None,11,0.0,Medium Experienced
6027,Graduate,Humanities,4,0.0,Limit Experienced
6028,Graduate,STEM,19,0.0,Experienced
6029,Graduate,STEM,4,0.0,Limit Experienced
6030,Graduate,STEM,1,0.0,Limit Experienced
6031,High School,None,11,1.0,Medium Experienced
6032,High School,None,4,1.0,Limit Experienced
6033,Graduate,STEM,21,0.0,Experienced
6034,Masters,STEM,2,1.0,Limit Experienced
6035,High School,None,3,0.0,Limit Experienced
6036,Graduate,STEM,21,0.0,Experienced
6037,Graduate,STEM,3,0.0,Limit Experienced
6038,Graduate,STEM,6,0.0,Limit Experienced
6039,Masters,STEM,7,0.0,Limit Experienced
6040,Masters,STEM,17,0.0,Experienced
6041,Graduate,STEM,8,0.0,Medium Experienced
6042,Graduate,STEM,11,0.0,Medium Experienced
6043,High School,None,16,0.0,Experienced
6044,Masters,STEM,8,0.0,Medium Experienced
6045,Masters,STEM,18,0.0,Experienced
6046,Masters,STEM,7,0.0,Limit Experienced
6047,Graduate,STEM,0,0.0,Limit Experienced
6048,Masters,STEM,7,1.0,Limit Experienced
6049,Graduate,STEM,11,1.0,Medium Experienced
6050,Graduate,Business Degree,1,0.0,Limit Experienced
6051,Graduate,STEM,6,0.0,Limit Experienced
6052,Graduate,STEM,15,0.0,Experienced
6053,Graduate,Arts,21,0.0,Experienced
6054,Graduate,STEM,0,1.0,Limit Experienced
6055,Masters,STEM,21,0.0,Experienced
6056,Graduate,STEM,6,1.0,Limit Experienced
6057,Graduate,STEM,4,1.0,Limit Experienced
6058,Graduate,STEM,6,0.0,Limit Experienced
6059,Graduate,Arts,16,0.0,Experienced
6060,High School,None,3,0.0,Limit Experienced
6061,Graduate,Arts,1,0.0,Limit Experienced
6062,Phd,STEM,11,0.0,Medium Experienced
6063,Masters,STEM,9,1.0,Medium Experienced
6064,Graduate,STEM,3,0.0,Limit Experienced
6065,Masters,STEM,16,0.0,Experienced
6066,Masters,STEM,15,0.0,Experienced
6067,Graduate,STEM,0,0.0,Limit Experienced
6068,Phd,STEM,21,0.0,Experienced
6069,Graduate,STEM,5,0.0,Limit Experienced
6070,Masters,STEM,7,0.0,Limit Experienced
6071,None,None,16,0.0,Experienced
6072,Primary School,None,10,0.0,Medium Experienced
6073,Graduate,STEM,3,0.0,Limit Experienced
6074,Graduate,STEM,18,0.0,Experienced
6075,Masters,Humanities,10,0.0,Medium Experienced
6076,Graduate,STEM,21,0.0,Experienced
6077,Graduate,STEM,3,0.0,Limit Experienced
6078,Graduate,STEM,16,0.0,Experienced
6079,Graduate,STEM,7,1.0,Limit Experienced
6080,Graduate,STEM,16,1.0,Experienced
6081,Graduate,STEM,12,0.0,Medium Experienced
6082,Phd,STEM,21,0.0,Experienced
6083,Masters,STEM,5,0.0,Limit Experienced
6084,Graduate,STEM,16,0.0,Experienced
6085,Graduate,STEM,7,1.0,Limit Experienced
6086,Graduate,STEM,20,0.0,Experienced
6087,Graduate,STEM,7,0.0,Limit Experienced
6088,Graduate,STEM,14,0.0,Medium Experienced
6089,High School,None,2,0.0,Limit Experienced
6090,Graduate,STEM,8,0.0,Medium Experienced
6091,Primary School,None,3,0.0,Limit Experienced
6092,Graduate,STEM,5,0.0,Limit Experienced
6093,Graduate,STEM,7,0.0,Limit Experienced
6094,Masters,STEM,21,1.0,Experienced
6095,Graduate,STEM,7,0.0,Limit Experienced
6096,Masters,Other,5,0.0,Limit Experienced
6097,Graduate,Arts,20,0.0,Experienced
6098,Graduate,STEM,2,0.0,Limit Experienced
6099,Graduate,Other,21,0.0,Experienced
6100,High School,None,4,0.0,Limit Experienced
6101,Masters,Humanities,1,1.0,Limit Experienced
6102,Graduate,STEM,6,0.0,Limit Experienced
6103,Masters,STEM,19,0.0,Experienced
6104,Graduate,STEM,3,1.0,Limit Experienced
6105,Graduate,STEM,2,0.0,Limit Experienced
6106,Masters,STEM,14,0.0,Medium Experienced
6107,Graduate,STEM,4,0.0,Limit Experienced
6108,Graduate,STEM,21,0.0,Experienced
6109,Graduate,STEM,16,0.0,Experienced
6110,Graduate,STEM,5,0.0,Limit Experienced
6111,Masters,Humanities,21,0.0,Experienced
6112,Graduate,STEM,0,1.0,Limit Experienced
6113,Graduate,STEM,21,0.0,Experienced
6114,Graduate,STEM,0,0.0,Limit Experienced
6115,Graduate,STEM,7,1.0,Limit Experienced
6116,Graduate,STEM,21,0.0,Experienced
6117,Graduate,STEM,0,1.0,Limit Experienced
6118,Masters,STEM,10,0.0,Medium Experienced
6119,High School,None,3,1.0,Limit Experienced
6120,Graduate,No Major,14,0.0,Medium Experienced
6121,High School,None,2,0.0,Limit Experienced
6122,Graduate,STEM,9,0.0,Medium Experienced
6123,High School,None,2,1.0,Limit Experienced
6124,Graduate,STEM,15,0.0,Experienced
6125,Graduate,STEM,2,0.0,Limit Experienced
6126,Phd,Humanities,7,1.0,Limit Experienced
6127,Graduate,STEM,4,1.0,Limit Experienced
6128,Graduate,Humanities,5,0.0,Limit Experienced
6129,None,None,5,0.0,Limit Experienced
6130,Graduate,STEM,4,0.0,Limit Experienced
6131,Masters,STEM,21,0.0,Experienced
6132,Graduate,STEM,4,0.0,Limit Experienced
6133,Graduate,STEM,10,0.0,Medium Experienced
6134,Graduate,STEM,10,0.0,Medium Experienced
6135,Masters,STEM,9,0.0,Medium Experienced
6136,High School,None,21,0.0,Experienced
6137,Masters,STEM,18,0.0,Experienced
6138,High School,None,6,0.0,Limit Experienced
6139,Primary School,None,5,0.0,Limit Experienced
6140,Phd,STEM,18,0.0,Experienced
6141,Graduate,STEM,11,0.0,Medium Experienced
6142,Masters,STEM,2,1.0,Limit Experienced
6143,Graduate,STEM,4,0.0,Limit Experienced
6144,Masters,STEM,21,0.0,Experienced
6145,High School,None,2,1.0,Limit Experienced
6146,Graduate,STEM,21,1.0,Experienced
6147,Graduate,Arts,21,1.0,Experienced
6148,Masters,STEM,14,0.0,Medium Experienced
6149,Phd,STEM,21,0.0,Experienced
6150,Masters,STEM,15,1.0,Experienced
6151,Graduate,STEM,18,0.0,Experienced
6152,Graduate,STEM,2,1.0,Limit Experienced
6153,Graduate,STEM,6,0.0,Limit Experienced
6154,Graduate,STEM,21,0.0,Experienced
6155,High School,None,4,0.0,Limit Experienced
6156,Masters,STEM,5,0.0,Limit Experienced
6157,Graduate,STEM,0,1.0,Limit Experienced
6158,Graduate,STEM,5,0.0,Limit Experienced
6159,Graduate,STEM,3,0.0,Limit Experienced
6160,Masters,STEM,0,0.0,Limit Experienced
6161,Graduate,STEM,8,1.0,Medium Experienced
6162,Graduate,Business Degree,3,1.0,Limit Experienced
6163,Masters,STEM,21,0.0,Experienced
6164,Graduate,STEM,21,0.0,Experienced
6165,Graduate,STEM,6,0.0,Limit Experienced
6166,Masters,STEM,13,0.0,Medium Experienced
6167,Graduate,STEM,14,0.0,Medium Experienced
6168,Masters,STEM,17,0.0,Experienced
6169,Graduate,STEM,15,1.0,Experienced
6170,Masters,STEM,14,0.0,Medium Experienced
6171,High School,None,7,0.0,Limit Experienced
6172,Graduate,STEM,9,1.0,Medium Experienced
6173,Graduate,Other,9,0.0,Medium Experienced
6174,Graduate,STEM,4,0.0,Limit Experienced
6175,Graduate,STEM,4,0.0,Limit Experienced
6176,Masters,STEM,3,0.0,Limit Experienced
6177,High School,None,6,0.0,Limit Experienced
6178,Graduate,STEM,5,1.0,Limit Experienced
6179,Graduate,STEM,5,0.0,Limit Experienced
6180,Graduate,STEM,21,0.0,Experienced
6181,Graduate,STEM,6,1.0,Limit Experienced
6182,Graduate,STEM,12,0.0,Medium Experienced
6183,Graduate,STEM,5,1.0,Limit Experienced
6184,Graduate,STEM,15,0.0,Experienced
6185,Graduate,Humanities,1,1.0,Limit Experienced
6186,Graduate,STEM,5,0.0,Limit Experienced
6187,Graduate,STEM,3,0.0,Limit Experienced
6188,Masters,STEM,18,0.0,Experienced
6189,Masters,STEM,21,0.0,Experienced
6190,High School,None,2,1.0,Limit Experienced
6191,Masters,Business Degree,1,1.0,Limit Experienced
6192,Masters,STEM,2,1.0,Limit Experienced
6193,Graduate,STEM,16,0.0,Experienced
6194,Graduate,STEM,8,0.0,Medium Experienced
6195,Masters,STEM,21,0.0,Experienced
6196,Graduate,STEM,20,0.0,Experienced
6197,Graduate,STEM,4,0.0,Limit Experienced
6198,Graduate,Business Degree,18,0.0,Experienced
6199,Graduate,STEM,15,0.0,Experienced
6200,Masters,STEM,15,0.0,Experienced
6201,None,None,21,0.0,Experienced
6202,Graduate,STEM,3,1.0,Limit Experienced
6203,Graduate,STEM,9,1.0,Medium Experienced
6204,High School,None,2,0.0,Limit Experienced
6205,Graduate,STEM,3,0.0,Limit Experienced
6206,Phd,STEM,8,0.0,Medium Experienced
6207,Graduate,STEM,3,1.0,Limit Experienced
6208,Graduate,STEM,2,1.0,Limit Experienced
6209,Graduate,STEM,21,1.0,Experienced
6210,Masters,STEM,11,0.0,Medium Experienced
6211,High School,None,9,0.0,Medium Experienced
6212,Graduate,STEM,9,1.0,Medium Experienced
6213,Graduate,Humanities,19,0.0,Experienced
6214,Graduate,STEM,10,1.0,Medium Experienced
6215,High School,None,5,0.0,Limit Experienced
6216,Graduate,STEM,13,0.0,Medium Experienced
6217,Graduate,STEM,5,1.0,Limit Experienced
6218,Graduate,STEM,6,0.0,Limit Experienced
6219,Graduate,STEM,6,1.0,Limit Experienced
6220,Masters,STEM,3,0.0,Limit Experienced
6221,Graduate,No Major,7,1.0,Limit Experienced
6222,Graduate,STEM,16,0.0,Experienced
6223,Graduate,STEM,10,0.0,Medium Experienced
6224,Graduate,STEM,15,0.0,Experienced
6225,High School,None,4,0.0,Limit Experienced
6226,Graduate,STEM,5,1.0,Limit Experienced
6227,Graduate,STEM,2,1.0,Limit Experienced
6228,Masters,STEM,21,1.0,Experienced
6229,Graduate,STEM,11,1.0,Medium Experienced
6230,Primary School,None,9,0.0,Medium Experienced
6231,Graduate,STEM,12,0.0,Medium Experienced
6232,Masters,STEM,21,0.0,Experienced
6233,None,None,1,1.0,Limit Experienced
6234,Phd,Other,21,0.0,Experienced
6235,Masters,STEM,7,0.0,Limit Experienced
6236,High School,None,6,0.0,Limit Experienced
6237,Masters,STEM,11,1.0,Medium Experienced
6238,Masters,STEM,6,1.0,Limit Experienced
6239,Masters,Arts,21,1.0,Experienced
6240,Graduate,STEM,3,0.0,Limit Experienced
6241,Graduate,STEM,21,0.0,Experienced
6242,High School,None,9,0.0,Medium Experienced
6243,Graduate,STEM,5,1.0,Limit Experienced
6244,Graduate,STEM,9,0.0,Medium Experienced
6245,Graduate,Humanities,1,0.0,Limit Experienced
6246,Graduate,Humanities,8,0.0,Medium Experienced
6247,Graduate,STEM,5,0.0,Limit Experienced
6248,Graduate,STEM,5,0.0,Limit Experienced
6249,Graduate,STEM,3,0.0,Limit Experienced
6250,Graduate,STEM,15,0.0,Experienced
6251,Graduate,Arts,2,0.0,Limit Experienced
6252,Masters,STEM,13,0.0,Medium Experienced
6253,Graduate,STEM,6,0.0,Limit Experienced
6254,Masters,STEM,18,0.0,Experienced
6255,Graduate,STEM,6,1.0,Limit Experienced
6256,Graduate,STEM,11,1.0,Medium Experienced
6257,Masters,STEM,13,0.0,Medium Experienced
6258,Phd,STEM,5,1.0,Limit Experienced
6259,Masters,STEM,19,0.0,Experienced
6260,High School,None,5,0.0,Limit Experienced
6261,Masters,STEM,13,0.0,Medium Experienced
6262,Masters,Business Degree,21,0.0,Experienced
6263,None,None,16,1.0,Experienced
6264,Primary School,None,2,0.0,Limit Experienced
6265,Graduate,STEM,21,0.0,Experienced
6266,Graduate,STEM,12,0.0,Medium Experienced
6267,Masters,STEM,15,0.0,Experienced
6268,High School,None,5,1.0,Limit Experienced
6269,Graduate,STEM,7,1.0,Limit Experienced
6270,Masters,STEM,2,0.0,Limit Experienced
6271,None,None,8,1.0,Medium Experienced
6272,Primary School,None,2,1.0,Limit Experienced
6273,Masters,Other,13,0.0,Medium Experienced
6274,High School,None,1,0.0,Limit Experienced
6275,High School,None,6,0.0,Limit Experienced
6276,Graduate,STEM,9,0.0,Medium Experienced
6277,Masters,STEM,10,0.0,Medium Experienced
6278,Graduate,STEM,6,0.0,Limit Experienced
6279,High School,None,3,0.0,Limit Experienced
6280,Masters,STEM,15,0.0,Experienced
6281,Graduate,STEM,6,0.0,Limit Experienced
6282,Graduate,STEM,3,1.0,Limit Experienced
6283,Graduate,STEM,18,0.0,Experienced
6284,Graduate,STEM,19,0.0,Experienced
6285,High School,None,21,0.0,Experienced
6286,Masters,STEM,7,0.0,Limit Experienced
6287,Graduate,STEM,3,0.0,Limit Experienced
6288,Graduate,STEM,21,0.0,Experienced
6289,Masters,STEM,18,0.0,Experienced
6290,Graduate,STEM,10,0.0,Medium Experienced
6291,Graduate,STEM,13,1.0,Medium Experienced
6292,Graduate,STEM,21,0.0,Experienced
6293,Graduate,STEM,11,0.0,Medium Experienced
6294,Graduate,Arts,21,0.0,Experienced
6295,Graduate,STEM,2,1.0,Limit Experienced
6296,Masters,STEM,9,0.0,Medium Experienced
6297,Graduate,STEM,12,0.0,Medium Experienced
6298,Graduate,STEM,15,0.0,Experienced
6299,Graduate,STEM,16,0.0,Experienced
6300,High School,None,4,0.0,Limit Experienced
6301,Graduate,Humanities,21,1.0,Experienced
6302,Masters,STEM,7,0.0,Limit Experienced
6303,Graduate,STEM,21,0.0,Experienced
6304,Graduate,STEM,2,1.0,Limit Experienced
6305,Graduate,STEM,2,0.0,Limit Experienced
6306,Graduate,STEM,3,0.0,Limit Experienced
6307,None,None,17,0.0,Experienced
6308,High School,None,1,0.0,Limit Experienced
6309,Graduate,Business Degree,3,0.0,Limit Experienced
6310,Phd,STEM,21,0.0,Experienced
6311,High School,None,4,0.0,Limit Experienced
6312,Graduate,STEM,9,0.0,Medium Experienced
6313,Graduate,STEM,0,1.0,Limit Experienced
6314,Graduate,STEM,5,1.0,Limit Experienced
6315,Primary School,None,21,0.0,Experienced
6316,Graduate,STEM,11,0.0,Medium Experienced
6317,Graduate,STEM,19,1.0,Experienced
6318,Masters,STEM,3,1.0,Limit Experienced
6319,Masters,STEM,14,0.0,Medium Experienced
6320,High School,None,11,1.0,Medium Experienced
6321,Masters,Humanities,4,0.0,Limit Experienced
6322,Graduate,STEM,2,0.0,Limit Experienced
6323,Graduate,STEM,21,1.0,Experienced
6324,None,None,16,1.0,Experienced
6325,Graduate,STEM,16,0.0,Experienced
6326,Graduate,STEM,7,1.0,Limit Experienced
6327,Graduate,STEM,21,0.0,Experienced
6328,Graduate,STEM,5,0.0,Limit Experienced
6329,Graduate,Humanities,2,0.0,Limit Experienced
6330,High School,None,1,0.0,Limit Experienced
6331,Graduate,STEM,21,0.0,Experienced
6332,High School,None,5,1.0,Limit Experienced
6333,High School,None,2,0.0,Limit Experienced
6334,Masters,Other,23,0.0,Experience Miss
6335,High School,None,12,0.0,Medium Experienced
6336,Graduate,Humanities,2,0.0,Limit Experienced
6337,Graduate,STEM,21,0.0,Experienced
6338,Masters,STEM,21,0.0,Experienced
6339,Masters,STEM,15,0.0,Experienced
6340,Masters,STEM,21,0.0,Experienced
6341,Phd,STEM,21,0.0,Experienced
6342,Graduate,STEM,10,0.0,Medium Experienced
6343,Masters,STEM,16,0.0,Experienced
6344,Graduate,STEM,21,0.0,Experienced
6345,Graduate,STEM,7,1.0,Limit Experienced
6346,Masters,STEM,9,0.0,Medium Experienced
6347,Masters,STEM,16,0.0,Experienced
6348,Graduate,STEM,5,1.0,Limit Experienced
6349,Graduate,STEM,7,0.0,Limit Experienced
6350,Masters,STEM,16,0.0,Experienced
6351,Graduate,STEM,5,0.0,Limit Experienced
6352,Graduate,STEM,7,0.0,Limit Experienced
6353,Masters,STEM,5,0.0,Limit Experienced
6354,Masters,STEM,21,0.0,Experienced
6355,Graduate,STEM,21,0.0,Experienced
6356,High School,None,18,0.0,Experienced
6357,Graduate,STEM,19,0.0,Experienced
6358,Masters,STEM,1,1.0,Limit Experienced
6359,Masters,STEM,21,0.0,Experienced
6360,Graduate,STEM,16,0.0,Experienced
6361,Graduate,STEM,4,0.0,Limit Experienced
6362,Masters,STEM,14,1.0,Medium Experienced
6363,Graduate,STEM,5,1.0,Limit Experienced
6364,Masters,STEM,17,0.0,Experienced
6365,Graduate,STEM,9,0.0,Medium Experienced
6366,Graduate,STEM,2,0.0,Limit Experienced
6367,Graduate,STEM,21,0.0,Experienced
6368,Graduate,STEM,2,0.0,Limit Experienced
6369,Masters,STEM,6,0.0,Limit Experienced
6370,Graduate,STEM,1,0.0,Limit Experienced
6371,Graduate,STEM,8,1.0,Medium Experienced
6372,Graduate,STEM,2,0.0,Limit Experienced
6373,High School,None,7,0.0,Limit Experienced
6374,Graduate,STEM,3,1.0,Limit Experienced
6375,High School,None,12,0.0,Medium Experienced
6376,Masters,STEM,7,1.0,Limit Experienced
6377,Masters,STEM,5,1.0,Limit Experienced
6378,Graduate,STEM,6,1.0,Limit Experienced
6379,Graduate,Humanities,3,0.0,Limit Experienced
6380,Graduate,STEM,10,1.0,Medium Experienced
6381,Masters,STEM,19,1.0,Experienced
6382,Graduate,STEM,21,0.0,Experienced
6383,None,None,21,0.0,Experienced
6384,Graduate,STEM,10,1.0,Medium Experienced
6385,Graduate,STEM,2,0.0,Limit Experienced
6386,Graduate,STEM,7,1.0,Limit Experienced
6387,Graduate,Other,6,0.0,Limit Experienced
6388,Graduate,STEM,3,0.0,Limit Experienced
6389,Graduate,STEM,6,0.0,Limit Experienced
6390,Graduate,STEM,3,0.0,Limit Experienced
6391,Graduate,Humanities,21,0.0,Experienced
6392,Graduate,STEM,12,1.0,Medium Experienced
6393,Masters,STEM,19,0.0,Experienced
6394,Graduate,STEM,3,1.0,Limit Experienced
6395,Phd,STEM,21,0.0,Experienced
6396,Graduate,STEM,12,0.0,Medium Experienced
6397,Graduate,STEM,11,1.0,Medium Experienced
6398,Graduate,STEM,10,0.0,Medium Experienced
6399,High School,None,7,0.0,Limit Experienced
6400,Graduate,STEM,7,0.0,Limit Experienced
6401,Masters,STEM,8,0.0,Medium Experienced
6402,Graduate,Humanities,21,0.0,Experienced
6403,Masters,STEM,21,0.0,Experienced
6404,Graduate,STEM,8,0.0,Medium Experienced
6405,Masters,None,18,1.0,Experienced
6406,Masters,STEM,8,1.0,Medium Experienced
6407,Graduate,No Major,0,0.0,Limit Experienced
6408,Graduate,STEM,10,0.0,Medium Experienced
6409,Graduate,STEM,3,0.0,Limit Experienced
6410,Masters,Other,21,1.0,Experienced
6411,Graduate,STEM,20,0.0,Experienced
6412,Graduate,STEM,1,0.0,Limit Experienced
6413,High School,None,21,0.0,Experienced
6414,Graduate,STEM,5,1.0,Limit Experienced
6415,Masters,STEM,15,0.0,Experienced
6416,Graduate,STEM,14,1.0,Medium Experienced
6417,Graduate,STEM,3,1.0,Limit Experienced
6418,Graduate,STEM,21,0.0,Experienced
6419,Graduate,No Major,14,0.0,Medium Experienced
6420,Graduate,STEM,6,1.0,Limit Experienced
6421,High School,None,2,0.0,Limit Experienced
6422,Graduate,STEM,5,0.0,Limit Experienced
6423,High School,None,18,0.0,Experienced
6424,Graduate,STEM,4,0.0,Limit Experienced
6425,Graduate,STEM,4,1.0,Limit Experienced
6426,Masters,STEM,21,0.0,Experienced
6427,Graduate,STEM,10,0.0,Medium Experienced
6428,Masters,STEM,21,0.0,Experienced
6429,High School,None,4,0.0,Limit Experienced
6430,Graduate,STEM,5,0.0,Limit Experienced
6431,Graduate,STEM,18,0.0,Experienced
6432,Masters,STEM,13,0.0,Medium Experienced
6433,Graduate,STEM,21,0.0,Experienced
6434,Graduate,STEM,21,1.0,Experienced
6435,Graduate,Humanities,21,0.0,Experienced
6436,Graduate,STEM,10,0.0,Medium Experienced
6437,Graduate,STEM,10,0.0,Medium Experienced
6438,Graduate,STEM,21,0.0,Experienced
6439,Graduate,STEM,12,1.0,Medium Experienced
6440,Graduate,Arts,11,0.0,Medium Experienced
6441,High School,None,3,0.0,Limit Experienced
6442,Graduate,STEM,21,0.0,Experienced
6443,Graduate,Business Degree,19,0.0,Experienced
6444,Masters,STEM,4,1.0,Limit Experienced
6445,High School,None,21,0.0,Experienced
6446,High School,None,3,0.0,Limit Experienced
6447,Masters,STEM,21,0.0,Experienced
6448,Graduate,STEM,6,0.0,Limit Experienced
6449,Graduate,STEM,21,0.0,Experienced
6450,Graduate,STEM,4,1.0,Limit Experienced
6451,Masters,STEM,8,1.0,Medium Experienced
6452,Graduate,STEM,6,1.0,Limit Experienced
6453,Graduate,STEM,14,0.0,Medium Experienced
6454,Masters,STEM,6,0.0,Limit Experienced
6455,Graduate,STEM,2,0.0,Limit Experienced
6456,Graduate,STEM,0,0.0,Limit Experienced
6457,Graduate,STEM,6,0.0,Limit Experienced
6458,Graduate,STEM,14,0.0,Medium Experienced
6459,Masters,STEM,21,0.0,Experienced
6460,Graduate,STEM,10,0.0,Medium Experienced
6461,Graduate,STEM,6,0.0,Limit Experienced
6462,Graduate,STEM,12,1.0,Medium Experienced
6463,Graduate,STEM,7,0.0,Limit Experienced
6464,Graduate,STEM,2,1.0,Limit Experienced
6465,Graduate,STEM,5,1.0,Limit Experienced
6466,Graduate,STEM,14,0.0,Medium Experienced
6467,Masters,STEM,6,0.0,Limit Experienced
6468,Graduate,STEM,16,0.0,Experienced
6469,High School,None,10,0.0,Medium Experienced
6470,Graduate,STEM,3,1.0,Limit Experienced
6471,Graduate,STEM,4,1.0,Limit Experienced
6472,Graduate,STEM,5,0.0,Limit Experienced
6473,Graduate,STEM,14,0.0,Medium Experienced
6474,High School,None,6,1.0,Limit Experienced
6475,High School,None,3,0.0,Limit Experienced
6476,Graduate,STEM,21,0.0,Experienced
6477,Masters,STEM,21,0.0,Experienced
6478,Graduate,STEM,6,0.0,Limit Experienced
6479,High School,None,4,0.0,Limit Experienced
6480,Graduate,STEM,2,1.0,Limit Experienced
6481,Phd,STEM,21,0.0,Experienced
6482,Graduate,STEM,14,0.0,Medium Experienced
6483,High School,None,3,0.0,Limit Experienced
6484,Masters,STEM,21,0.0,Experienced
6485,Masters,Arts,17,0.0,Experienced
6486,Masters,STEM,8,0.0,Medium Experienced
6487,Graduate,STEM,21,0.0,Experienced
6488,Graduate,STEM,12,0.0,Medium Experienced
6489,Graduate,Humanities,9,0.0,Medium Experienced
6490,Masters,STEM,1,0.0,Limit Experienced
6491,Graduate,STEM,7,1.0,Limit Experienced
6492,Graduate,STEM,0,0.0,Limit Experienced
6493,Graduate,STEM,5,0.0,Limit Experienced
6494,None,None,7,0.0,Limit Experienced
6495,Graduate,STEM,9,1.0,Medium Experienced
6496,Graduate,STEM,5,0.0,Limit Experienced
6497,Graduate,Humanities,20,0.0,Experienced
6498,Graduate,STEM,7,0.0,Limit Experienced
6499,High School,None,0,0.0,Limit Experienced
6500,Phd,Other,21,0.0,Experienced
6501,High School,None,3,1.0,Limit Experienced
6502,Masters,STEM,10,0.0,Medium Experienced
6503,High School,None,17,0.0,Experienced
6504,High School,None,19,0.0,Experienced
6505,High School,None,5,0.0,Limit Experienced
6506,Graduate,STEM,15,0.0,Experienced
6507,Graduate,STEM,13,1.0,Medium Experienced
6508,Masters,STEM,10,0.0,Medium Experienced
6509,Graduate,STEM,6,0.0,Limit Experienced
6510,Phd,STEM,9,0.0,Medium Experienced
6511,Phd,STEM,10,1.0,Medium Experienced
6512,High School,None,1,0.0,Limit Experienced
6513,Masters,STEM,4,1.0,Limit Experienced
6514,Primary School,None,5,0.0,Limit Experienced
6515,High School,None,4,0.0,Limit Experienced
6516,Graduate,STEM,8,0.0,Medium Experienced
6517,Phd,STEM,21,0.0,Experienced
6518,Graduate,STEM,10,0.0,Medium Experienced
6519,High School,None,6,0.0,Limit Experienced
6520,Graduate,STEM,15,0.0,Experienced
6521,Graduate,STEM,13,0.0,Medium Experienced
6522,Masters,STEM,9,1.0,Medium Experienced
6523,High School,None,9,0.0,Medium Experienced
6524,High School,None,3,1.0,Limit Experienced
6525,High School,None,3,0.0,Limit Experienced
6526,Graduate,STEM,17,1.0,Experienced
6527,Graduate,STEM,14,0.0,Medium Experienced
6528,High School,None,6,1.0,Limit Experienced
6529,Graduate,STEM,2,0.0,Limit Experienced
6530,Graduate,STEM,21,0.0,Experienced
6531,Graduate,STEM,0,0.0,Limit Experienced
6532,High School,None,6,0.0,Limit Experienced
6533,Masters,STEM,21,0.0,Experienced
6534,Graduate,STEM,8,0.0,Medium Experienced
6535,Graduate,STEM,21,0.0,Experienced
6536,Masters,STEM,18,0.0,Experienced
6537,Graduate,STEM,11,1.0,Medium Experienced
6538,Graduate,Humanities,16,1.0,Experienced
6539,Graduate,Business Degree,11,1.0,Medium Experienced
6540,Masters,STEM,4,0.0,Limit Experienced
6541,Graduate,STEM,4,0.0,Limit Experienced
6542,Graduate,STEM,8,0.0,Medium Experienced
6543,Graduate,STEM,7,0.0,Limit Experienced
6544,Graduate,STEM,21,0.0,Experienced
6545,None,None,0,0.0,Limit Experienced
6546,High School,None,2,0.0,Limit Experienced
6547,Masters,STEM,13,0.0,Medium Experienced
6548,Graduate,STEM,21,0.0,Experienced
6549,Graduate,STEM,21,0.0,Experienced
6550,Graduate,STEM,10,1.0,Medium Experienced
6551,Graduate,STEM,7,1.0,Limit Experienced
6552,Graduate,STEM,4,1.0,Limit Experienced
6553,High School,None,4,0.0,Limit Experienced
6554,Masters,STEM,23,0.0,Experience Miss
6555,Graduate,STEM,8,0.0,Medium Experienced
6556,Graduate,STEM,1,0.0,Limit Experienced
6557,Graduate,STEM,4,1.0,Limit Experienced
6558,Graduate,STEM,11,1.0,Medium Experienced
6559,Graduate,STEM,7,0.0,Limit Experienced
